name,value,element,season,code,gw
Heung-Min Son,100,359,2021-22,85971,1
Hugo Lloris,55,353,2021-22,37915,1
Héctor Bellerín,50,9,2021-22,98745,1
Héctor Junior Firpo Adames,50,463,2021-22,443967,1
Hélder Wander Sousa de Azevedo e Costa,55,192,2021-22,165808,1
Ian Carlo Poveda-Ocampo,45,195,2021-22,215460,1
Ibrahima Diallo,45,349,2021-22,240143,1
Ibrahima Konaté,55,243,2021-22,204716,1
Ilkay Gündogan,75,250,2021-22,59859,1
Illan Meslier,50,199,2021-22,437495,1
Imrân Louza,55,403,2021-22,471471,1
Isaac Hayden,45,306,2021-22,153127,1
Isaac Success Ajayi,50,393,2021-22,173514,1
Ismaila Sarr,60,399,2021-22,232185,1
Issa Diop,45,424,2021-22,219924,1
Ivan Toney,65,78,2021-22,144485,1
Jack Butland,45,156,2021-22,105666,1
Jack Cork,45,101,2021-22,40145,1
Jack Grealish,80,33,2021-22,114283,1
Jack Harrison,60,267,2021-22,221399,1
Jack Stephens,45,338,2021-22,88900,1
Jacob Murphy,50,304,2021-22,114243,1
Jacob Ramsey,45,51,2021-22,232653,1
Jacob Sørensen,45,327,2021-22,235546,1
Jaden Philogene-Bidace,50,497,2021-22,481624,1
Jadon Sancho,95,485,2021-22,209243,1
Jairo Riedewald,50,157,2021-22,173954,1
Jakub Moder,45,75,2021-22,243505,1
Jamaal Lascelles,45,299,2021-22,101148,1
Jamal Baptiste,40,554,2021-22,462384,1
Jamal Lewis,45,311,2021-22,194799,1
James Justin,50,218,2021-22,220627,1
James Maddison,70,212,2021-22,172780,1
James McArthur,45,148,2021-22,50471,1
James Milner,50,221,2021-22,15157,1
James Rodríguez,70,166,2021-22,60025,1
James Tarkowski,50,98,2021-22,17761,1
James Tomkins,45,147,2021-22,49413,1
James Ward-Prowse,65,341,2021-22,101178,1
Jamie Shackleton,45,197,2021-22,221610,1
Jamie Vardy,105,205,2021-22,101668,1
Jan Bednarek,45,343,2021-22,171771,1
Jan Zamburek,45,93,2021-22,420922,1
Jannik Vestergaard,50,340,2021-22,93100,1
Japhet Tanganga,45,371,2021-22,199584,1
Jarosław Jach,45,158,2021-22,185478,1
Jarrad Branthwaite,40,544,2021-22,480455,1
Jarrod Bowen,65,420,2021-22,178186,1
Jason Steele,40,54,2021-22,49262,1
Javier Manquillo,40,302,2021-22,109528,1
Jay Rodriguez,55,104,2021-22,44683,1
Jean-Philippe Gbamin,45,504,2021-22,160987,1
Jean-Philippe Mateta,55,159,2021-22,231747,1
Jed Steer,40,28,2021-22,79852,1
Jeff Hendrick,50,297,2021-22,83314,1
Jeffrey Schlupp,55,155,2021-22,86417,1
Jeremy Ngakia,45,400,2021-22,232391,1
Jesse Lingard,70,276,2021-22,109322,1
Jesurun Rak-Sakyi,45,541,2021-22,450542,1
Joachim Andersen,45,488,2021-22,174874,1
Joe Hart,45,352,2021-22,15749,1
Joe Rodon,45,374,2021-22,214225,1
Joel Matip,50,224,2021-22,60914,1
Joel Ward,45,474,2021-22,55494,1
Joelinton Cássio Apolinário de Lira,60,310,2021-22,180974,1
Johann Berg Gudmundsson,55,108,2021-22,60586,1
John McGinn,60,35,2021-22,122806,1
John Ruddy,45,452,2021-22,19236,1
John Stones,55,252,2021-22,97299,1
Jonathan Castro Otto,45,433,2021-22,114128,1
Jonjo Shelvey,55,291,2021-22,50232,1
Jonjoe Kenny,45,502,2021-22,153673,1
Jonny Evans,55,201,2021-22,37642,1
Jordan Ayew,60,153,2021-22,80146,1
Jordan Henderson,50,222,2021-22,56979,1
Jordan Hugill,55,322,2021-22,167522,1
Jordan Pickford,50,170,2021-22,111234,1
Jorge Luiz Frello Filho,60,123,2021-22,85955,1
Joseph Gomez,50,238,2021-22,171287,1
Joseph Hungbo,45,402,2021-22,244890,1
Joseph Willock,60,19,2021-22,200089,1
Josh Benson,45,116,2021-22,217401,1
Josh Brownhill,45,115,2021-22,172782,1
Josh Martin,50,330,2021-22,439485,1
Joshua King,55,468,2021-22,78007,1
Joshua Sargent,55,516,2021-22,215476,1
José Diogo Dalot Teixeira,45,510,2021-22,216051,1
José Malheiro de Sá,50,475,2021-22,149065,1
João Filipe Iria Santos Moutinho,50,426,2021-22,19624,1
João Pedro Cavaco Cancelo,60,256,2021-22,121145,1
João Pedro Junqueira de Jesus,55,404,2021-22,475168,1
João Virgínia,40,181,2021-22,222627,1
Joël Veltman,45,62,2021-22,111478,1
Juan Camilo Hernández Suárez,50,472,2021-22,244716,1
Juan Mata,50,459,2021-22,43670,1
Juraj Kucka,55,495,2021-22,69143,1
Kai Havertz,85,141,2021-22,219847,1
Kalvin Phillips,50,191,2021-22,155405,1
Karl Darlow,45,294,2021-22,59735,1
Karl Hein,40,532,2021-22,463748,1
Kasper Schmeichel,50,200,2021-22,17745,1
Keinan Davis,45,49,2021-22,221239,1
Kelechi Iheanacho,75,213,2021-22,173515,1
Ken Sema,55,391,2021-22,157775,1
Kenny McLean,50,318,2021-22,78607,1
Kepa Arrizabalaga,50,129,2021-22,109745,1
Kevin De Bruyne,120,251,2021-22,61366,1
Kevin Long,40,103,2021-22,41674,1
Ki-Jana Hoever,40,443,2021-22,441271,1
Kieran Dowell,55,323,2021-22,171270,1
Kieran Tierney,50,16,2021-22,192895,1
Kiernan Dewsbury-Hall,45,505,2021-22,215413,1
Kjell Scherpen,45,476,2021-22,240514,1
Konstantinos Mavropanos,45,24,2021-22,233963,1
Konstantinos Tsimikas,40,245,2021-22,214285,1
Kortney Hause,45,36,2021-22,123354,1
Kristoffer Ajer,45,483,2021-22,191866,1
Kristoffer Klaesson,45,490,2021-22,223081,1
Kurt Zouma,55,128,2021-22,103192,1
Kwadwo Baah,45,405,2021-22,493934,1
Kyle Walker,55,249,2021-22,58621,1
Kyle Walker-Peters,50,342,2021-22,158534,1
Leander Dendoncker,50,434,2021-22,151589,1
Leandro Trossard,65,64,2021-22,116216,1
Leon Bailey,65,492,2021-22,215711,1
Lewis Dunk,50,59,2021-22,83299,1
Lewis Richardson,45,533,2021-22,461096,1
Liam Cooper,45,184,2021-22,55914,1
Lucas Digne,55,168,2021-22,101188,1
Lucas Rodrigues Moura da Silva,65,362,2021-22,95715,1
Lucas Torreira,45,18,2021-22,198849,1
Luka Milivojevic,55,152,2021-22,66975,1
Lukas Rupp,45,317,2021-22,76306,1
Lukasz Fabianski,50,408,2021-22,37096,1
Luke Ayling,45,185,2021-22,66588,1
Luke Cundle,45,547,2021-22,245923,1
Luke Shaw,55,275,2021-22,106760,1
Luke Thomas,45,219,2021-22,244619,1
Mads Bech Sørensen,45,90,2021-22,228044,1
Mads Bidstrup,45,97,2021-22,481405,1
Mads Roerslev Rasmussen,45,89,2021-22,226956,1
Mahmoud Ahmed Ibrahim Hassan,55,37,2021-22,148508,1
Malang Sarr,50,501,2021-22,204727,1
Manuel Lanzini,60,416,2021-22,86934,1
Marc Albrighton,55,202,2021-22,51938,1
Marc Guéhi,45,477,2021-22,209036,1
Marc Navarro,40,398,2021-22,220166,1
Marco Stiepermann,50,316,2021-22,71738,1
Marcos Alonso,55,122,2021-22,82263,1
Marcus Forss,55,88,2021-22,216620,1
Marcus Rashford,95,281,2021-22,176297,1
Mark Gillespie,40,514,2021-22,81441,1
Mark Noble,45,406,2021-22,18073,1
Martin Dubravka,45,295,2021-22,67089,1
Martin Kelly,40,151,2021-22,58786,1
Marvelous Nakamba,45,41,2021-22,184704,1
Mason Greenwood,75,289,2021-22,220688,1
Mason Holgate,45,178,2021-22,194164,1
Mason Mount,75,138,2021-22,184341,1
Matej Vydra,55,111,2021-22,81183,1
Mateo Kovacic,50,125,2021-22,91651,1
Mateusz Klich,55,186,2021-22,72222,1
Mathew Ryan,45,65,2021-22,131897,1
Mathias Jensen,50,86,2021-22,207283,1
Matt Doherty,50,360,2021-22,87835,1
Matt Ritchie,50,292,2021-22,56983,1
Matt Targett,50,39,2021-22,169359,1
Matthew Cash,50,44,2021-22,199796,1
Matthew Longstaff,45,312,2021-22,223175,1
Matthew Lowton,45,110,2021-22,68983,1
Matthew Pollock,40,454,2021-22,467311,1
Mattéo Guendouzi,45,25,2021-22,242166,1
Max Aarons,45,326,2021-22,232980,1
Max Kilman,45,439,2021-22,214048,1
Mbwana Ally Samatta,55,48,2021-22,217487,1
Michael Keane,50,169,2021-22,106611,1
Michael McGovern,40,313,2021-22,18499,1
Michael Obafemi,45,348,2021-22,220598,1
Michael Olise,55,464,2021-22,443661,1
Michail Antonio,75,413,2021-22,57531,1
Michal Karbownik,40,536,2021-22,442229,1
Michy Batshuayi,55,126,2021-22,94245,1
Miguel Almirón,55,308,2021-22,179018,1
Milot Rashica,55,449,2021-22,212723,1
Mohamed Elyounoussi,55,517,2021-22,96787,1
Mohamed Naser El Sayed Elneny,45,12,2021-22,153256,1
Mohamed Salah,125,233,2021-22,118748,1
Mohammed Salisu,45,351,2021-22,450527,1
Moisés Caicedo,45,538,2021-22,486672,1
Morgan Gibbs-White,45,440,2021-22,222531,1
Morgan Sanson,50,34,2021-22,122775,1
Moussa Djenepo,55,350,2021-22,431131,1
Moussa Sissoko,45,354,2021-22,45268,1
N'Golo Kanté,50,130,2021-22,116594,1
Naby Keita,50,239,2021-22,175592,1
Nampalys Mendy,45,203,2021-22,86881,1
Nathan Aké,50,258,2021-22,126184,1
Nathan Broadhead,45,545,2021-22,173818,1
Nathan Collins,45,451,2021-22,432830,1
Nathan Ferguson,45,161,2021-22,232423,1
Nathan Redmond,60,336,2021-22,83283,1
Nathan Tella,50,346,2021-22,203389,1
Nathaniel Chalobah,50,385,2021-22,89085,1
Nathaniel Clyne,45,493,2021-22,57328,1
Nathaniel Phillips,45,241,2021-22,197464,1
Neal Maupay,65,63,2021-22,115382,1
Neco Williams,40,246,2021-22,215136,1
Nemanja Matic,45,271,2021-22,62398,1
Nick Pope,55,112,2021-22,98747,1
Nicolas Pépé,75,17,2021-22,195735,1
Nuno Varela Tavares,45,466,2021-22,437626,1
Nélson Cabral Semedo,50,437,2021-22,200402,1
Oghenekaro Peter Etebo,45,467,2021-22,227560,1
Oleksandr Zinchenko,55,264,2021-22,206325,1
Oliver Skipp,45,373,2021-22,209042,1
Olivier Giroud,65,120,2021-22,44346,1
Ollie Watkins,75,40,2021-22,178301,1
Onel Hernández,50,320,2021-22,89470,1
Oriol Romeu Vidal,45,335,2021-22,78056,1
Owen Otasowie,45,442,2021-22,250604,1
Pablo Fornals,60,423,2021-22,217593,1
Pablo Hernández Domínguez,55,182,2021-22,28690,1
Pablo Marí,45,8,2021-22,92371,1
Pascal Groß,60,55,2021-22,60307,1
Pascal Struijk,45,198,2021-22,222694,1
Patrick Bamford,80,189,2021-22,106617,1
Patrick Cutrone,50,523,2021-22,209353,1
Patrik Gunnarsson,40,94,2021-22,434024,1
Patson Daka,75,455,2021-22,245419,1
Paul Dummett,45,301,2021-22,106618,1
Paul Pogba,75,272,2021-22,74208,1
Pedro Lomba Neto,65,441,2021-22,247632,1
Pelenda Joshua Dasilva,55,82,2021-22,183656,1
Phil Bardsley,40,99,2021-22,17997,1
Phil Foden,80,265,2021-22,209244,1
Philip Zinckernagel,55,392,2021-22,162344,1
Pierluigi Gollini,45,486,2021-22,156683,1
Pierre Lees-Melou,50,471,2021-22,212325,1
Pierre-Emerick Aubameyang,100,4,2021-22,54694,1
Pierre-Emile Højbjerg,50,365,2021-22,132015,1
Pontus Jansson,45,76,2021-22,61810,1
Przemyslaw Placheta,50,328,2021-22,428626,1
Raheem Sterling,110,255,2021-22,103955,1
Raphael Dias Belloli,65,196,2021-22,219961,1
Rayan Ait Nouri,45,470,2021-22,448514,1
Raúl Jiménez,75,430,2021-22,102057,1
Reece Hannam,40,540,2021-22,223824,1
Reece James,55,142,2021-22,225796,1
Reiss Nelson,50,531,2021-22,200641,1
Rhys Williams,45,247,2021-22,219937,1
Ricardo Domingos Barbosa Pereira,55,207,2021-22,111931,1
Richarlison de Andrade,75,180,2021-22,212319,1
Rico Henry,45,83,2021-22,194010,1
Riyad Mahrez,90,254,2021-22,103025,1
Rob Holding,45,14,2021-22,156074,1
Robert Street,45,542,2021-22,448482,1
Robert Sánchez,45,69,2021-22,215059,1
Roberto Firmino,90,228,2021-22,92217,1
Robin Koch,45,194,2021-22,193645,1
Rodrigo Hernandez,55,266,2021-22,220566,1
Rodrigo Moreno,65,187,2021-22,80954,1
Romain Perraud,50,460,2021-22,244560,1
Romain Saïss,50,431,2021-22,107613,1
Romelu Lukaku,115,529,2021-22,66749,1
Ross Barkley,55,124,2021-22,88894,1
Ruben Loftus-Cheek,55,132,2021-22,126187,1
Rui Pedro dos Santos Patrício,50,427,2021-22,38533,1
Ryan Bertrand,50,473,2021-22,40146,1
Ryan Fraser,55,298,2021-22,90105,1
Ryan Fredericks,45,415,2021-22,81012,1
Ryan Sessegnon,45,368,2021-22,184349,1
Rúben Diogo da Silva Neves,55,436,2021-22,171317,1
Rúben Santos Gato Alves Dias,60,262,2021-22,171314,1
Rúnar Alex Rúnarsson,40,2,2021-22,115918,1
Sadio Mané,120,230,2021-22,110979,1
Sam Byram,45,321,2021-22,113564,1
Sam Greenwood,45,550,2021-22,248937,1
Saman Ghoddos,55,85,2021-22,205836,1
Samuel Edozie,50,508,2021-22,490503,1
Saïd Benrahma,60,419,2021-22,172841,1
Scott Banks,45,543,2021-22,462831,1
Scott McTominay,55,285,2021-22,195851,1
Sead Kolasinac,45,11,2021-22,111457,1
Seamus Coleman,50,165,2021-22,59949,1
Sean Longstaff,45,309,2021-22,180135,1
Serge Aurier,50,358,2021-22,80226,1
Sergi Canós,55,81,2021-22,174932,1
Sergio Reguilón,50,370,2021-22,199249,1
Shandon Baptiste,50,499,2021-22,432160,1
Shane Duffy,40,56,2021-22,61933,1
Shane Long,55,519,2021-22,20452,1
Solomon March,55,60,2021-22,109345,1
Steven Alzate,50,73,2021-22,235382,1
Steven Bergwijn,60,369,2021-22,194252,1
Stipe Perica,45,388,2021-22,140941,1
Stuart Armstrong,60,339,2021-22,91047,1
Stuart Dallas,55,188,2021-22,87873,1
Takumi Minamino,55,236,2021-22,157882,1
Tammy Abraham,65,136,2021-22,173879,1
Tanguy Ndombele,60,375,2021-22,231372,1
Tariq Lamptey,45,71,2021-22,232792,1
Tariqe Fosu-Henry,55,79,2021-22,154138,1
Taylor Richards,45,537,2021-22,209045,1
Teemu Pukki,60,315,2021-22,57127,1
Theo Walcott,60,332,2021-22,20467,1
Thiago Alcántara do Nascimento,55,225,2021-22,61558,1
Thiago Emiliano da Silva,55,121,2021-22,51090,1
Thomas Partey,50,15,2021-22,167199,1
Tim Krul,45,314,2021-22,20480,1
Timo Werner,90,134,2021-22,165153,1
Timothy Castagne,55,209,2021-22,166477,1
Tino Livramento,40,491,2021-22,441191,1
Toby Alderweireld,50,355,2021-22,55605,1
Todd Cantwell,55,325,2021-22,193111,1
Tom Cleverley,50,381,2021-22,43250,1
Tom Davies,50,176,2021-22,173807,1
Tom Heaton,40,509,2021-22,21205,1
Tomas Soucek,60,422,2021-22,215439,1
Trent Alexander-Arnold,75,237,2021-22,169187,1
Trevoh Chalobah,50,527,2021-22,180736,1
Troy Deeney,55,380,2021-22,41725,1
Tyler Roberts,50,193,2021-22,173821,1
Tyrick Mitchell,45,162,2021-22,244723,1
Tyrone Mings,50,38,2021-22,149484,1
Vicente Guaita,45,146,2021-22,40836,1
Victor Lindelöf,50,284,2021-22,184667,1
Virgil van Dijk,65,229,2021-22,97032,1
Vitaly Janelt,50,84,2021-22,204580,1
Vladimir Coufal,50,418,2021-22,164555,1
Wayne Hennessey,45,480,2021-22,20066,1
Wesley Fofana,45,220,2021-22,444463,1
Wesley Moraes,55,47,2021-22,213345,1
Wilfred Ndidi,50,216,2021-22,203341,1
Wilfried Zaha,70,154,2021-22,82403,1
Will Hughes,50,386,2021-22,108413,1
Will Norris,45,114,2021-22,168399,1
William Saliba,45,27,2021-22,462424,1
William Smallbone,45,347,2021-22,214466,1
William Troost-Ekong,45,387,2021-22,131304,1
Willian Borges Da Silva,65,3,2021-22,47431,1
Willy Boly,50,428,2021-22,90585,1
Winston Reid,40,410,2021-22,48717,1
Xherdan Shaqiri,60,226,2021-22,68312,1
Yan Valery,40,546,2021-22,213482,1
Yerry Mina,50,175,2021-22,164511,1
Yerson Mosquera Valdelamar,45,446,2021-22,501837,1
Yoane Wissa,60,524,2021-22,216646,1
Youri Tielemans,65,210,2021-22,166989,1
Yves Bissouma,45,70,2021-22,227127,1
Zack Steffen,45,260,2021-22,164484,1
Çaglar Söyüncü,50,217,2021-22,218031,1
Aaron Ramsdale,45,559,2021-22,225321,2
Alexandre Lacazette,84,6,2021-22,59966,2
Anthony Martial,79,278,2021-22,148225,2
Benjamin Chilwell,59,135,2021-22,172850,2
Bruno Miguel Borges Fernandes,121,277,2021-22,141746,2
Bukayo Saka,64,22,2021-22,223340,2
Charlie Cresswell,40,563,2021-22,492373,2
Cody Drameh,40,562,2021-22,433590,2
Dean Henderson,49,280,2021-22,172649,2
Dominic Calvert-Lewin,81,177,2021-22,177815,2
Donny van de Beek,59,282,2021-22,180184,2
Emmanuel Dennis,51,450,2021-22,230251,2
Hakim Ziyech,74,131,2021-22,124183,2
Harry Kane,124,357,2021-22,78830,2
Haydon Roberts,40,560,2021-22,433589,2
Héctor Bellerín,49,9,2021-22,98745,2
Ibrahima Konaté,54,243,2021-22,204716,2
Ilkay Gündogan,74,250,2021-22,59859,2
Jadon Sancho,94,485,2021-22,209243,2
James Maddison,69,212,2021-22,172780,2
Kai Havertz,84,141,2021-22,219847,2
Kelechi Iheanacho,74,213,2021-22,173515,2
Konstantinos Tsimikas,41,245,2021-22,214285,2
Kurt Zouma,54,128,2021-22,103192,2
Luka Milivojevic,54,152,2021-22,66975,2
Manuel Lanzini,59,416,2021-22,86934,2
Marcos Alonso,56,122,2021-22,82263,2
Martin Ødegaard,55,558,2021-22,184029,2
Michail Antonio,76,413,2021-22,57531,2
Mohamed Salah,126,233,2021-22,118748,2
Moise Kean,60,564,2021-22,242058,2
Nicolas Pépé,74,17,2021-22,195735,2
Ollie Watkins,74,40,2021-22,178301,2
Owen Dodgson,40,565,2021-22,461567,2
Ozan Tufan,50,557,2021-22,130036,2
Patson Daka,74,455,2021-22,245419,2
Paul Pogba,76,272,2021-22,74208,2
Phil Foden,79,265,2021-22,209244,2
Pierre-Emerick Aubameyang,99,4,2021-22,54694,2
Raphaël Varane,55,555,2021-22,90152,2
Remi Matthews,40,561,2021-22,169593,2
Richarlison de Andrade,76,180,2021-22,212319,2
Rob Holding,44,14,2021-22,156074,2
Saïd Benrahma,61,419,2021-22,172841,2
Stuart Armstrong,59,339,2021-22,91047,2
Takumi Minamino,54,236,2021-22,157882,2
Tanguy Ndombele,59,375,2021-22,231372,2
Tariqe Fosu-Henry,54,79,2021-22,154138,2
Timo Werner,89,134,2021-22,165153,2
Timothy Castagne,54,209,2021-22,166477,2
Tommy Doyle,45,566,2021-22,220394,2
Willian Borges Da Silva,64,3,2021-22,47431,2
Álvaro Fernández,45,556,2021-22,240796,2
Aaron Lennon,50,575,2021-22,17349,3
Ainsley Maitland-Niles,54,13,2021-22,154043,3
Alex Oxlade-Chamberlain,59,227,2021-22,81880,3
Alphonse Areola,49,489,2021-22,84182,3
Andre Gray,54,383,2021-22,73426,3
Andriy Yarmolenko,54,412,2021-22,56377,3
André Filipe Tavares Gomes,49,172,2021-22,120250,3
Andy Lonergan,40,571,2021-22,11948,3
Anthony Martial,78,278,2021-22,148225,3
Arthur Masuaku,44,417,2021-22,105717,3
Arthur Okonkwo,40,572,2021-22,220682,3
Ashley Westwood,54,107,2021-22,60551,3
Ayoze Pérez,59,211,2021-22,168580,3
Ben Godfrey,49,179,2021-22,198826,3
Ben White,44,67,2021-22,198869,3
Benjamin Chilwell,58,135,2021-22,172850,3
Benjamin Mendy,54,253,2021-22,102826,3
Bernd Leno,49,1,2021-22,80201,3
Bertrand Traoré,59,32,2021-22,110504,3
Boubakary Soumaré,49,458,2021-22,225902,3
Bryan Gil Salvatierra,59,487,2021-22,436234,3
Bukayo Saka,63,22,2021-22,223340,3
Callum Hudson-Odoi,54,140,2021-22,209046,3
Calum Chambers,44,10,2021-22,101184,3
Cameron Archer,45,568,2021-22,433979,3
Chris Wood,69,109,2021-22,60689,3
Christian Benteke,64,149,2021-22,54861,3
Christian Pulisic,79,137,2021-22,176413,3
Conor Hourihane,49,29,2021-22,85242,3
Cristian Romero,49,494,2021-22,221632,3
Cédric Soares,44,5,2021-22,58822,3
Dan Gosling,49,378,2021-22,40387,3
Daniel Amartey,41,208,2021-22,155569,3
Danny Ings,81,337,2021-22,84939,3
Danny Rose,44,377,2021-22,38290,3
Dennis Praet,49,206,2021-22,106837,3
Diogo Jota,76,240,2021-22,194634,3
Divock Origi,49,235,2021-22,152760,3
Dominic Calvert-Lewin,82,177,2021-22,177815,3
Dwight Gayle,54,300,2021-22,104547,3
Dwight McNeil,59,118,2021-22,433154,3
Eldin Jakupovic,40,573,2021-22,11974,3
Emile Smith Rowe,54,21,2021-22,209289,3
Emiliano Buendía Stati,64,43,2021-22,195546,3
Enock Mwepu,59,462,2021-22,423649,3
Eric Dier,46,361,2021-22,93264,3
Ethan Pinnock,46,91,2021-22,231065,3
Fabio Henrique Tavares,54,232,2021-22,116643,3
Fabio Silva,59,445,2021-22,449988,3
Finley Stevens,40,569,2021-22,450550,3
Francisco Femenía Far,44,382,2021-22,54484,3
Francisco Machado Mota de Castro Trincão,59,461,2021-22,222564,3
Francisco Sierralta,44,396,2021-22,208973,3
Gabriel Teodoro Martinelli Silva,54,26,2021-22,444145,3
Giovani Lo Celso,59,372,2021-22,200826,3
Gylfi Sigurdsson,69,164,2021-22,55422,3
Halil Dervişoğlu,54,95,2021-22,434662,3
Harry Kane,123,357,2021-22,78830,3
Harvey Barnes,69,215,2021-22,201666,3
Heung-Min Son,101,359,2021-22,85971,3
Héctor Bellerín,48,9,2021-22,98745,3
Héctor Junior Firpo Adames,49,463,2021-22,443967,3
Hélder Wander Sousa de Azevedo e Costa,54,192,2021-22,165808,3
Ibrahima Konaté,53,243,2021-22,204716,3
Ilkay Gündogan,73,250,2021-22,59859,3
Imrân Louza,54,403,2021-22,471471,3
Issa Diop,44,424,2021-22,219924,3
Ivan Toney,64,78,2021-22,144485,3
Jack Harrison,59,267,2021-22,221399,3
Jadon Sancho,93,485,2021-22,209243,3
Jamal Lewis,44,311,2021-22,194799,3
James Rodríguez,69,166,2021-22,60025,3
Jarrod Bowen,64,420,2021-22,178186,3
Jeff Hendrick,49,297,2021-22,83314,3
Jeremy Ngakia,44,400,2021-22,232391,3
Jesse Lingard,69,276,2021-22,109322,3
Joe Gelhardt,45,577,2021-22,462635,3
Joe Rodon,44,374,2021-22,214225,3
Joelinton Cássio Apolinário de Lira,59,310,2021-22,180974,3
John Stones,54,252,2021-22,97299,3
Jonjo Shelvey,54,291,2021-22,50232,3
Jordan Hugill,54,322,2021-22,167522,3
Joseph Gomez,49,238,2021-22,171287,3
João Pedro Junqueira de Jesus,54,404,2021-22,475168,3
Joël Veltman,44,62,2021-22,111478,3
Juan Mata,49,459,2021-22,43670,3
Kai Havertz,83,141,2021-22,219847,3
Kelechi Iheanacho,73,213,2021-22,173515,3
Ken Sema,54,391,2021-22,157775,3
Kenny McLean,49,318,2021-22,78607,3
Kepa Arrizabalaga,49,129,2021-22,109745,3
Kieran Dowell,54,323,2021-22,171270,3
Kieran Tierney,49,16,2021-22,192895,3
Konstantinos Tsimikas,42,245,2021-22,214285,3
Kortney Hause,44,36,2021-22,123354,3
Kyle Walker-Peters,49,342,2021-22,158534,3
Leander Dendoncker,49,434,2021-22,151589,3
Leandro Trossard,64,64,2021-22,116216,3
Leon Bailey,64,492,2021-22,215711,3
Liam McCarron,45,576,2021-22,464618,3
Lyanco Evangelista Silveira Neves Vojnovic,45,567,2021-22,212721,3
Mads Roerslev Rasmussen,44,89,2021-22,226956,3
Marc Albrighton,54,202,2021-22,51938,3
Marcus Rashford,94,281,2021-22,176297,3
Mason Greenwood,76,289,2021-22,220688,3
Matej Vydra,54,111,2021-22,81183,3
Mathias Jensen,49,86,2021-22,207283,3
Matt Doherty,49,360,2021-22,87835,3
Matt Targett,49,39,2021-22,169359,3
Michael Olise,54,464,2021-22,443661,3
Michail Antonio,78,413,2021-22,57531,3
N'Golo Kanté,49,130,2021-22,116594,3
Nathan Redmond,59,336,2021-22,83283,3
Nathan Tella,49,346,2021-22,203389,3
Nathaniel Phillips,44,241,2021-22,197464,3
Nicolas Pépé,73,17,2021-22,195735,3
Niels Nkounkou,40,570,2021-22,495542,3
Nélson Cabral Semedo,49,437,2021-22,200402,3
Oleksandr Zinchenko,54,264,2021-22,206325,3
Ollie Watkins,73,40,2021-22,178301,3
Onel Hernández,49,320,2021-22,89470,3
Patrick Bamford,79,189,2021-22,106617,3
Patson Daka,73,455,2021-22,245419,3
Paul Pogba,77,272,2021-22,74208,3
Pelenda Joshua Dasilva,54,82,2021-22,183656,3
Przemyslaw Placheta,49,328,2021-22,428626,3
Rayan Ait Nouri,44,470,2021-22,448514,3
Raúl Jiménez,74,430,2021-22,102057,3
Reece James,56,142,2021-22,225796,3
Rhys Williams,44,247,2021-22,219937,3
Robert Elliot,40,574,2021-22,19838,3
Roberto Firmino,89,228,2021-22,92217,3
Rodrigo Moreno,64,187,2021-22,80954,3
Ross Barkley,54,124,2021-22,88894,3
Ruben Loftus-Cheek,54,132,2021-22,126187,3
Ryan Bertrand,49,473,2021-22,40146,3
Ryan Fraser,54,298,2021-22,90105,3
Ryan Sessegnon,44,368,2021-22,184349,3
Sadio Mané,119,230,2021-22,110979,3
Saman Ghoddos,54,85,2021-22,205836,3
Saïd Benrahma,63,419,2021-22,172841,3
Sead Kolasinac,44,11,2021-22,111457,3
Serge Aurier,49,358,2021-22,80226,3
Sergio Reguilón,51,370,2021-22,199249,3
Shane Duffy,41,56,2021-22,61933,3
Takumi Minamino,53,236,2021-22,157882,3
Tanguy Ndombele,58,375,2021-22,231372,3
Tariqe Fosu-Henry,53,79,2021-22,154138,3
Teemu Pukki,59,315,2021-22,57127,3
Thiago Alcántara do Nascimento,54,225,2021-22,61558,3
Thiago Emiliano da Silva,54,121,2021-22,51090,3
Timo Werner,88,134,2021-22,165153,3
Tino Livramento,41,491,2021-22,441191,3
Troy Deeney,54,380,2021-22,41725,3
Wesley Fofana,44,220,2021-22,444463,3
Wilfried Zaha,69,154,2021-22,82403,3
Will Hughes,49,386,2021-22,108413,3
Willian Borges Da Silva,63,3,2021-22,47431,3
Willy Boly,49,428,2021-22,90585,3
Xherdan Shaqiri,59,226,2021-22,68312,3
Yves Bissouma,46,70,2021-22,227127,3
Aaron Connolly,54,72,2021-22,233425,4
Adam Lallana,54,53,2021-22,39155,4
Ademola Lookman,60,587,2021-22,219352,4
Alex Iwobi,59,174,2021-22,153133,4
Alex Kral,45,589,2021-22,195728,4
Allan Marques Loureiro,46,171,2021-22,119765,4
Andrew Omobamidele,39,331,2021-22,466404,4
Andros Townsend,54,482,2021-22,60252,4
Anthony Elanga,49,512,2021-22,449434,4
Anthony Martial,77,278,2021-22,148225,4
Ashley Fletcher,49,395,2021-22,176296,4
Ben Davies,44,364,2021-22,115556,4
Ben Godfrey,48,179,2021-22,198826,4
Ben Mee,49,106,2021-22,51927,4
Benjamin Chilwell,57,135,2021-22,172850,4
Bernardo Mota Veiga de Carvalho e Silva,69,261,2021-22,165809,4
Bruno Miguel Borges Fernandes,120,277,2021-22,141746,4
Callum Hudson-Odoi,53,140,2021-22,209046,4
Callum Wilson,74,296,2021-22,75115,4
Charlie Goode,39,87,2021-22,213687,4
Christoph Zimmermann,44,324,2021-22,192303,4
Ciaran Clark,44,293,2021-22,58845,4
