name,value,element,season,code,gw
Connor Roberts,45,585,2021-22,192290,4
Cristiano Ronaldo dos Santos Aveiro,125,579,2021-22,14937,4
Dan Burn,44,58,2021-22,78916,4
Danny Ings,80,337,2021-22,84939,4
David Raya Martin,46,80,2021-22,154561,4
Demarai Gray,56,484,2021-22,172632,4
Dilan Markanday,45,597,2021-22,232456,4
Dimitris Giannoulis,44,457,2021-22,189627,4
Donny van de Beek,58,282,2021-22,180184,4
Eberechi Eze,59,160,2021-22,232413,4
Edinson Cavani,84,269,2021-22,40720,4
Edward Nketiah,54,20,2021-22,205533,4
Emerson Aparecido Leite de Souza Junior,50,588,2021-22,241157,4
Emil Krafth,44,303,2021-22,111773,4
Emmanuel Dennis,52,450,2021-22,230251,4
Erik Pieters,44,100,2021-22,39487,4
Fabian Schär,44,305,2021-22,119471,4
Ferran Torres,71,268,2021-22,224444,4
Gabriel Fernando de Jesus,86,263,2021-22,205651,4
Granit Xhaka,49,7,2021-22,84450,4
Grant Hanley,44,319,2021-22,83428,4
Harvey Barnes,68,215,2021-22,201666,4
Hee-Chan Hwang,55,583,2021-22,184754,4
Hugo Lloris,56,353,2021-22,37915,4
Héctor Junior Firpo Adames,48,463,2021-22,443967,4
Ibrahima Konaté,52,243,2021-22,204716,4
Jacob Sørensen,44,327,2021-22,235546,4
Jadon Sancho,92,485,2021-22,209243,4
Jairo Riedewald,49,157,2021-22,173954,4
Jamaal Lascelles,44,299,2021-22,101148,4
James Justin,49,218,2021-22,220627,4
James Maddison,68,212,2021-22,172780,4
James Milner,49,221,2021-22,15157,4
James Tomkins,44,147,2021-22,49413,4
Jamie Vardy,104,205,2021-22,101668,4
Jan Bednarek,44,343,2021-22,171771,4
Jannik Vestergaard,49,340,2021-22,93100,4
Japhet Tanganga,46,371,2021-22,199584,4
Jarosław Jach,44,158,2021-22,185478,4
Jean-Philippe Mateta,54,159,2021-22,231747,4
Jeffrey Schlupp,54,155,2021-22,86417,4
Joe White,45,599,2021-22,461484,4
Joelinton Cássio Apolinário de Lira,58,310,2021-22,180974,4
John Stones,53,252,2021-22,97299,4
Jonny Evans,54,201,2021-22,37642,4
Jordan Ayew,59,153,2021-22,80146,4
Jürgen Locadia,45,595,2021-22,106757,4
Kelechi Iheanacho,72,213,2021-22,173515,4
Kevin De Bruyne,119,251,2021-22,61366,4
Konstantinos Tsimikas,41,245,2021-22,214285,4
Lucas Digne,54,168,2021-22,101188,4
Mads Bech Sørensen,44,90,2021-22,228044,4
Marc Cucurella,50,584,2021-22,179268,4
Marcos Alonso,57,122,2021-22,82263,4
Marcus Forss,54,88,2021-22,216620,4
Mason Greenwood,77,289,2021-22,220688,4
Mathias Jorgensen,45,594,2021-22,48760,4
Mathias Normann,45,581,2021-22,179276,4
Matt Doherty,48,360,2021-22,87835,4
Matt Targett,48,39,2021-22,169359,4
Maxwel Cornet,60,578,2021-22,149519,4
Michail Antonio,80,413,2021-22,57531,4
Miguel Almirón,54,308,2021-22,179018,4
Milot Rashica,54,449,2021-22,212723,4
Mohamed Salah,125,233,2021-22,118748,4
Nampalys Mendy,44,203,2021-22,86881,4
Nathan Aké,49,258,2021-22,126184,4
Nathan Collins,44,451,2021-22,432830,4
Nicolas Pépé,72,17,2021-22,195735,4
Nikola Vlasic,60,582,2021-22,180151,4
Nuno Varela Tavares,44,466,2021-22,437626,4
Odsonne Edouard,65,586,2021-22,199670,4
Ozan Kabak,45,580,2021-22,438277,4
Pablo Marí,44,8,2021-22,92371,4
Patson Daka,72,455,2021-22,245419,4
Pedro Lomba Neto,64,441,2021-22,247632,4
Pierluigi Gollini,44,486,2021-22,156683,4
Pontus Jansson,46,76,2021-22,61810,4
Raheem Sterling,109,255,2021-22,103955,4
Richarlison de Andrade,75,180,2021-22,212319,4
Riyad Mahrez,89,254,2021-22,103025,4
Rob Holding,43,14,2021-22,156074,4
Roberto Firmino,88,228,2021-22,92217,4
Robin Koch,44,194,2021-22,193645,4
Rodrigo Moreno,63,187,2021-22,80954,4
Romain Perraud,49,460,2021-22,244560,4
Salomón Rondón,60,591,2021-22,57134,4
Sam Byram,44,321,2021-22,113564,4
Saïd Benrahma,64,419,2021-22,172841,4
Saúl Ñíguez,55,592,2021-22,89335,4
Scott Carson,40,593,2021-22,17601,4
Scott McTominay,54,285,2021-22,195851,4
Sergio Reguilón,52,370,2021-22,199249,4
Shane Duffy,42,56,2021-22,61933,4
Solomon March,54,60,2021-22,109345,4
Stuart Armstrong,58,339,2021-22,91047,4
Takehiro Tomiyasu,45,590,2021-22,223723,4
Tariq Lamptey,44,71,2021-22,232792,4
Theo Walcott,59,332,2021-22,20467,4
Timo Werner,87,134,2021-22,165153,4
Tobi Omole,40,598,2021-22,209418,4
Tom Davies,49,176,2021-22,173807,4
Trevoh Chalobah,49,527,2021-22,180736,4
Tyler Roberts,49,193,2021-22,173821,4
Viljami Sinisalo,40,596,2021-22,248164,4
Wesley Moraes,54,47,2021-22,213345,4
Yerry Mina,49,175,2021-22,164511,4
Aaron Wan-Bissaka,54,288,2021-22,214590,5
Allan Saint-Maximin,66,307,2021-22,170137,5
Andriy Yarmolenko,53,412,2021-22,56377,5
Aymeric Laporte,56,259,2021-22,146941,5
Ayoze Pérez,58,211,2021-22,168580,5
Ben Gibson,44,456,2021-22,83312,5
Benjamin Mendy,53,253,2021-22,102826,5
Christian Kabasele,44,384,2021-22,85624,5
Conor Gallagher,56,144,2021-22,232787,5
Craig Cathcart,44,379,2021-22,41338,5
Cristiano Ronaldo dos Santos Aveiro,126,579,2021-22,14937,5
Demarai Gray,57,484,2021-22,172632,5
Diogo Jota,77,240,2021-22,194634,5
Dominic Calvert-Lewin,81,177,2021-22,177815,5
Ellis Simms,45,602,2021-22,218997,5
Emile Smith Rowe,53,21,2021-22,209289,5
Ezri Konsa Ngoyo,49,45,2021-22,199798,5
Fabian Delph,44,163,2021-22,41823,5
Fabio Silva,58,445,2021-22,449988,5
Fernando Luiz Rosa,49,453,2021-22,27789,5
Fernando Marçal,46,432,2021-22,111291,5
Ferran Torres,72,268,2021-22,224444,5
Folarin Balogun,49,530,2021-22,232223,5
Frank Onyeka,49,479,2021-22,428580,5
Gabriel Teodoro Martinelli Silva,53,26,2021-22,444145,5
Gylfi Sigurdsson,68,164,2021-22,55422,5
Harry Kane,122,357,2021-22,78830,5
Harry Maguire,54,273,2021-22,95658,5
Heung-Min Son,100,359,2021-22,85971,5
Ivan Toney,63,78,2021-22,144485,5
Jack Harrison,58,267,2021-22,221399,5
Jadon Sancho,91,485,2021-22,209243,5
James Ward-Prowse,64,341,2021-22,101178,5
Jarrod Bowen,63,420,2021-22,178186,5
Jay Rodriguez,54,104,2021-22,44683,5
John McGinn,59,35,2021-22,122806,5
Jorge Luiz Frello Filho,59,123,2021-22,85955,5
Joshua Wilson-Esbrand,40,604,2021-22,447880,5
José Diogo Dalot Teixeira,44,510,2021-22,216051,5
Kalvin Phillips,49,191,2021-22,155405,5
Kelechi Iheanacho,71,213,2021-22,173515,5
Kieran Dowell,53,323,2021-22,171270,5
Luke Mbete,40,603,2021-22,439510,5
Malang Sarr,49,501,2021-22,204727,5
Manuel Lanzini,58,416,2021-22,86934,5
Marcus Bettinelli,40,606,2021-22,122074,5
Mason Mount,74,138,2021-22,184341,5
Matej Vydra,53,111,2021-22,81183,5
Mateo Kovacic,51,125,2021-22,91651,5
Matthew Lowton,44,110,2021-22,68983,5
Michail Antonio,79,413,2021-22,57531,5
Nathan Tella,48,346,2021-22,203389,5
Nathaniel Clyne,44,493,2021-22,57328,5
Nohan Kenneh,45,600,2021-22,469249,5
Oleksandr Zinchenko,53,264,2021-22,206325,5
Pascal Struijk,44,198,2021-22,222694,5
Paul Pogba,78,272,2021-22,74208,5
Raheem Sterling,108,255,2021-22,103955,5
Rayan Ait Nouri,43,470,2021-22,448514,5
Riyad Mahrez,88,254,2021-22,103025,5
Romelu Lukaku,116,529,2021-22,66749,5
Romeo Lavia,45,605,2021-22,514356,5
Ross Barkley,53,124,2021-22,88894,5
Samuel Edozie,49,508,2021-22,490503,5
Sead Kolasinac,43,11,2021-22,111457,5
Stuart Dallas,54,188,2021-22,87873,5
Stuart McKinstry,45,601,2021-22,473342,5
Takumi Minamino,52,236,2021-22,157882,5
Tariqe Fosu-Henry,52,79,2021-22,154138,5
Todd Cantwell,54,325,2021-22,193111,5
Victor Lindelöf,49,284,2021-22,184667,5
Yoane Wissa,59,524,2021-22,216646,5
Aaron Connolly,53,72,2021-22,233425,6
Adam Masina,44,390,2021-22,155651,6
Adam Webster,44,61,2021-22,110735,6
Adrián San Miguel del Castillo,44,223,2021-22,60706,6
Ainsley Maitland-Niles,53,13,2021-22,154043,6
Albert Sambi Lokonga,49,478,2021-22,437742,6
Alex Oxlade-Chamberlain,58,227,2021-22,81880,6
Allan Saint-Maximin,67,307,2021-22,170137,6
Alphonse Areola,48,489,2021-22,84182,6
Anthony Martial,76,278,2021-22,148225,6
Antonio Rüdiger,56,127,2021-22,102380,6
Anwar El Ghazi,59,42,2021-22,193488,6
Ashley Barnes,54,105,2021-22,44699,6
Ashley Young,49,52,2021-22,18892,6
Aymeric Laporte,55,259,2021-22,146941,6
Benjamin Chilwell,56,135,2021-22,172850,6
Bernd Leno,48,1,2021-22,80201,6
Boubakary Soumaré,48,458,2021-22,225902,6
Bruno Miguel Borges Fernandes,119,277,2021-22,141746,6
Bryan Gil Salvatierra,58,487,2021-22,436234,6
Bukayo Saka,62,22,2021-22,223340,6
Calum Chambers,43,10,2021-22,101184,6
Caoimhin Kelleher,44,242,2021-22,200720,6
Charlie Taylor,44,113,2021-22,103914,6
Che Adams,69,345,2021-22,200439,6
Chris Wood,68,109,2021-22,60689,6
Christian Benteke,63,149,2021-22,54861,6
Conor Gallagher,57,144,2021-22,232787,6
Cristiano Ronaldo dos Santos Aveiro,127,579,2021-22,14937,6
Cédric Soares,43,5,2021-22,58822,6
Danny Ings,79,337,2021-22,84939,6
Danny Rose,43,377,2021-22,38290,6
Darren Randolph,44,407,2021-22,32259,6
Demarai Gray,58,484,2021-22,172632,6
Dominic Calvert-Lewin,80,177,2021-22,177815,6
Elliot Anderson,45,609,2021-22,215379,6
Emmanuel Dennis,53,450,2021-22,230251,6
Eric Bailly,49,286,2021-22,197365,6
Federico Fernández,44,465,2021-22,57145,6
Ferran Torres,71,268,2021-22,224444,6
Francisco Sierralta,43,396,2021-22,208973,6
Fraser Forster,44,333,2021-22,40383,6
Harry Kane,121,357,2021-22,78830,6
Harvey Elliott,54,506,2021-22,444884,6
Imrân Louza,53,403,2021-22,471471,6
Ismaila Sarr,62,399,2021-22,232185,6
James McArthur,46,148,2021-22,50471,6
Jean-Philippe Mateta,53,159,2021-22,231747,6
Jonjo Shelvey,53,291,2021-22,50232,6
Joseph Gomez,48,238,2021-22,171287,6
Joseph Willock,59,19,2021-22,200089,6
Joshua Sargent,54,516,2021-22,215476,6
Juan Mata,48,459,2021-22,43670,6
Kai Havertz,82,141,2021-22,219847,6
Kasper Schmeichel,51,200,2021-22,17745,6
Ken Sema,53,391,2021-22,157775,6
Konstantinos Tsimikas,40,245,2021-22,214285,6
Kyle Walker-Peters,48,342,2021-22,158534,6
Lamare Bogarde,40,610,2021-22,515597,6
Leo Fuhr Hjelde,40,608,2021-22,477547,6
Lewis Dobbin,45,607,2021-22,461421,6
Louie Moulden,40,611,2021-22,242510,6
Lucas Rodrigues Moura da Silva,64,362,2021-22,95715,6
Mads Roerslev Rasmussen,43,89,2021-22,226956,6
Marcos Alonso,58,122,2021-22,82263,6
Martin Dubravka,44,295,2021-22,67089,6
Mason Holgate,44,178,2021-22,194164,6
Mateo Kovacic,52,125,2021-22,91651,6
Matt Doherty,47,360,2021-22,87835,6
Max Aarons,44,326,2021-22,232980,6
Mohamed Salah,126,233,2021-22,118748,6
Moussa Djenepo,54,350,2021-22,431131,6
Nathaniel Phillips,43,241,2021-22,197464,6
Neco Williams,39,246,2021-22,215136,6
Nick Pope,54,112,2021-22,98747,6
Nuno Varela Tavares,43,466,2021-22,437626,6
Pablo Marí,43,8,2021-22,92371,6
Patson Daka,71,455,2021-22,245419,6
Pierre-Emile Højbjerg,49,365,2021-22,132015,6
Raúl Jiménez,75,430,2021-22,102057,6
Richarlison de Andrade,74,180,2021-22,212319,6
Riyad Mahrez,87,254,2021-22,103025,6
Robert Sánchez,46,69,2021-22,215059,6
Ryan Fredericks,44,415,2021-22,81012,6
Rúben Diogo da Silva Neves,54,436,2021-22,171317,6
Rúben Santos Gato Alves Dias,61,262,2021-22,171314,6
Saman Ghoddos,53,85,2021-22,205836,6
Saïd Benrahma,65,419,2021-22,172841,6
Saúl Ñíguez,54,592,2021-22,89335,6
Shane Duffy,43,56,2021-22,61933,6
Shane Long,54,519,2021-22,20452,6
Theo Walcott,58,332,2021-22,20467,6
Timo Werner,86,134,2021-22,165153,6
Tino Livramento,42,491,2021-22,441191,6
Tomas Soucek,59,422,2021-22,215439,6
Trent Alexander-Arnold,76,237,2021-22,169187,6
Virgil van Dijk,66,229,2021-22,97032,6
Will Hughes,48,386,2021-22,108413,6
Will Norris,44,114,2021-22,168399,6
Youri Tielemans,64,210,2021-22,166989,6
Abdoulaye Doucouré,56,173,2021-22,121599,7
Alexandre Lacazette,83,6,2021-22,59966,7
Allan Saint-Maximin,68,307,2021-22,170137,7
Andros Townsend,55,482,2021-22,60252,7
Antonio Rüdiger,57,127,2021-22,102380,7
Anwar El Ghazi,58,42,2021-22,193488,7
Bertrand Traoré,58,32,2021-22,110504,7
Bukayo Saka,63,22,2021-22,223340,7
Callum Wilson,73,296,2021-22,75115,7
Charlie Whitaker,45,613,2021-22,491556,7
Dan Gosling,48,378,2021-22,40387,7
Daniel Amartey,40,208,2021-22,155569,7
David de Gea,51,270,2021-22,51940,7
Dean Henderson,48,280,2021-22,172649,7
Diogo Jota,76,240,2021-22,194634,7
Dominic Thompson,44,498,2021-22,232247,7
Donny van de Beek,57,282,2021-22,180184,7
Dwight Gayle,53,300,2021-22,104547,7
Ferran Torres,70,268,2021-22,224444,7
Gabriel Teodoro Martinelli Silva,52,26,2021-22,444145,7
Harvey Barnes,67,215,2021-22,201666,7
Ilkay Gündogan,72,250,2021-22,59859,7
Ismaila Sarr,63,399,2021-22,232185,7
Issa Diop,43,424,2021-22,219924,7
Jack Butland,44,156,2021-22,105666,7
Jack Stephens,44,338,2021-22,88900,7
Jadon Sancho,90,485,2021-22,209243,7
Jamal Lewis,43,311,2021-22,194799,7
James Maddison,67,212,2021-22,172780,7
Jeff Hendrick,48,297,2021-22,83314,7
Jeremy Sarmiento,45,612,2021-22,441192,7
John McGinn,58,35,2021-22,122806,7
John Ruddy,44,452,2021-22,19236,7
Josh Brownhill,44,115,2021-22,172782,7
João Pedro Cavaco Cancelo,61,256,2021-22,121145,7
Keinan Davis,44,49,2021-22,221239,7
Kelechi Iheanacho,70,213,2021-22,173515,7
Kristoffer Klaesson,44,490,2021-22,223081,7
Leander Dendoncker,48,434,2021-22,151589,7
Lucas Digne,53,168,2021-22,101188,7
Luke Shaw,54,275,2021-22,106760,7
Mahmoud Ahmed Ibrahim Hassan,54,37,2021-22,148508,7
Marcos Alonso,60,122,2021-22,82263,7
Marcus Forss,53,88,2021-22,216620,7
Martin Kelly,39,151,2021-22,58786,7
Michail Antonio,80,413,2021-22,57531,7
Milot Rashica,53,449,2021-22,212723,7
Nathan Collins,43,451,2021-22,432830,7
Nicolas Pépé,71,17,2021-22,195735,7
Patrick Bamford,78,189,2021-22,106617,7
Raheem Sterling,107,255,2021-22,103955,7
Raphael Dias Belloli,66,196,2021-22,219961,7
Romelu Lukaku,117,529,2021-22,66749,7
Ryan Sessegnon,43,368,2021-22,184349,7
Saïd Benrahma,66,419,2021-22,172841,7
Saúl Ñíguez,53,592,2021-22,89335,7
Seamus Coleman,49,165,2021-22,59949,7
Sergio Reguilón,51,370,2021-22,199249,7
Steven Alzate,49,73,2021-22,235382,7
Steven Bergwijn,59,369,2021-22,194252,7
Stuart Dallas,53,188,2021-22,87873,7
Thiago Alcántara do Nascimento,53,225,2021-22,61558,7
Timothy Castagne,53,209,2021-22,166477,7
Todd Cantwell,53,325,2021-22,193111,7
Trent Alexander-Arnold,75,237,2021-22,169187,7
Trevoh Chalobah,48,527,2021-22,180736,7
Victor Lindelöf,48,284,2021-22,184667,7
Wilfred Ndidi,49,216,2021-22,203341,7
Aaron Ramsdale,46,559,2021-22,225321,8
Abdoulaye Doucouré,57,173,2021-22,121599,8
Adam Idah,49,329,2021-22,432735,8
Adam Masina,43,390,2021-22,155651,8
Andros Townsend,56,482,2021-22,60252,8
Anthony Elanga,48,512,2021-22,449434,8
Antonio Rüdiger,58,127,2021-22,102380,8
Ashley Young,48,52,2021-22,18892,8
Ben Johnson,39,425,2021-22,222018,8
Bernd Leno,47,1,2021-22,80201,8
Billy Gilmour,44,145,2021-22,243568,8
Bruno Miguel Borges Fernandes,118,277,2021-22,141746,8
Bukayo Saka,64,22,2021-22,223340,8
Che Adams,68,345,2021-22,200439,8
Christos Tzolis,49,528,2021-22,439509,8
Cieran Slicker,40,615,2021-22,434044,8
Cristiano Ronaldo dos Santos Aveiro,126,579,2021-22,14937,8
César Azpilicueta,61,119,2021-22,41328,8
Daniel Bachmann,44,389,2021-22,154506,8
Danny Ings,78,337,2021-22,84939,8
Douglas Luiz Soares de Paulo,46,50,2021-22,230046,8
Emile Smith Rowe,54,21,2021-22,209289,8
Emiliano Buendía Stati,63,43,2021-22,195546,8
Emmanuel Dennis,52,450,2021-22,230251,8
Erik Pieters,43,100,2021-22,39487,8
Fabian Schär,43,305,2021-22,119471,8
Fabio Silva,57,445,2021-22,449988,8
Ferran Torres,69,268,2021-22,224444,8
Folarin Balogun,48,530,2021-22,232223,8
Frederico Rodrigues de Paula Santos,49,274,2021-22,101582,8
Hakim Ziyech,73,131,2021-22,124183,8
Harrison Ashby,40,617,2021-22,441024,8
Harry Tyrer,40,616,2021-22,447325,8
Hee-Chan Hwang,56,583,2021-22,184754,8
Heung-Min Son,101,359,2021-22,85971,8
Hugo Lloris,55,353,2021-22,37915,8
Ivan Toney,64,78,2021-22,144485,8
Jack Grealish,79,33,2021-22,114283,8
Jacob Sørensen,43,327,2021-22,235546,8
Jairo Riedewald,48,157,2021-22,173954,8
Jamie Vardy,105,205,2021-22,101668,8
Japhet Tanganga,45,371,2021-22,199584,8
Jay Rodriguez,53,104,2021-22,44683,8
João Pedro Cavaco Cancelo,62,256,2021-22,121145,8
Kieran Dowell,52,323,2021-22,171270,8
Luke Ayling,44,185,2021-22,66588,8
Luke Thomas,44,219,2021-22,244619,8
Mark Noble,44,406,2021-22,18073,8
Mason Greenwood,76,289,2021-22,220688,8
Mason Holgate,43,178,2021-22,194164,8
Matej Vydra,52,111,2021-22,81183,8
Matt Ritchie,49,292,2021-22,56983,8
Matthew Cash,51,44,2021-22,199796,8
Michail Antonio,81,413,2021-22,57531,8
Mohamed Salah,127,233,2021-22,118748,8
Neal Maupay,66,63,2021-22,115382,8
Nikola Vlasic,59,582,2021-22,180151,8
Paris Maghoma,45,614,2021-22,220695,8
Paul Pogba,77,272,2021-22,74208,8
Phil Foden,80,265,2021-22,209244,8
Raúl Jiménez,76,430,2021-22,102057,8
Reece James,55,142,2021-22,225796,8
Ricardo Domingos Barbosa Pereira,54,207,2021-22,111931,8
Robin Koch,43,194,2021-22,193645,8
Ryan Bertrand,48,473,2021-22,40146,8
Rúben Santos Gato Alves Dias,62,262,2021-22,171314,8
Saúl Ñíguez,52,592,2021-22,89335,8
Shane Duffy,44,56,2021-22,61933,8
Solomon March,53,60,2021-22,109345,8
Stuart McKinstry,44,601,2021-22,473342,8
Takehiro Tomiyasu,46,590,2021-22,223723,8
Thiago Emiliano da Silva,55,121,2021-22,51090,8
Vladimir Coufal,49,418,2021-22,164555,8
Wilfried Zaha,70,154,2021-22,82403,8
Çaglar Söyüncü,49,217,2021-22,218031,8
Aaron Wan-Bissaka,53,288,2021-22,214590,9
Alex Iwobi,58,174,2021-22,153133,9
Alexis Mac Allister,54,74,2021-22,243016,9
Andreas Christensen,51,133,2021-22,135363,9
Andriy Yarmolenko,52,412,2021-22,56377,9
Andros Townsend,57,482,2021-22,60252,9
Anwar El Ghazi,57,42,2021-22,193488,9
Ashley Barnes,53,105,2021-22,44699,9
Benjamin Chilwell,57,135,2021-22,172850,9
Bernardo Mota Veiga de Carvalho e Silva,70,261,2021-22,165809,9
Bryan Gil Salvatierra,57,487,2021-22,436234,9
Bryan Mbeumo,56,96,2021-22,446008,9
Craig Dawson,49,414,2021-22,60232,9
Cristiano Ronaldo dos Santos Aveiro,125,579,2021-22,14937,9
César Azpilicueta,62,119,2021-22,41328,9
Diogo Jota,75,240,2021-22,194634,9
Edouard Mendy,61,143,2021-22,228286,9
Emerson Aparecido Leite de Souza Junior,49,588,2021-22,241157,9
Emil Krafth,43,303,2021-22,111773,9
Eric Dier,45,361,2021-22,93264,9
Ferran Torres,68,268,2021-22,224444,9
Harvey Barnes,66,215,2021-22,201666,9
Harvey Elliott,53,506,2021-22,444884,9
Heung-Min Son,102,359,2021-22,85971,9
Ibrahima Konaté,51,243,2021-22,204716,9
Ivan Toney,65,78,2021-22,144485,9
Jack Harrison,57,267,2021-22,221399,9
James McArthur,45,148,2021-22,50471,9
James Ward-Prowse,63,341,2021-22,101178,9
Jamie Vardy,107,205,2021-22,101668,9
Jarosław Jach,43,158,2021-22,185478,9
Johann Berg Gudmundsson,54,108,2021-22,60586,9
Jorge Luiz Frello Filho,58,123,2021-22,85955,9
João Pedro Cavaco Cancelo,63,256,2021-22,121145,9
Kai Havertz,81,141,2021-22,219847,9
Kasper Schmeichel,50,200,2021-22,17745,9
Kepa Arrizabalaga,48,129,2021-22,109745,9
Kevin De Bruyne,120,251,2021-22,61366,9
Kyle Walker,56,249,2021-22,58621,9
Lukas Rupp,44,317,2021-22,76306,9
Luke Shaw,53,275,2021-22,106760,9
Mads Bech Sørensen,43,90,2021-22,228044,9
Marc Albrighton,53,202,2021-22,51938,9
Marcos Alonso,59,122,2021-22,82263,9
Mateo Kovacic,53,125,2021-22,91651,9
Miguel Almirón,53,308,2021-22,179018,9
Mohamed Salah,128,233,2021-22,118748,9
Nicolas Nkoulou,45,618,2021-22,52775,9
Paul Pogba,76,272,2021-22,74208,9
Pelenda Joshua Dasilva,53,82,2021-22,183656,9
Phil Bardsley,39,99,2021-22,17997,9
Pontus Jansson,47,76,2021-22,61810,9
Przemyslaw Placheta,48,328,2021-22,428626,9
Raphael Dias Belloli,67,196,2021-22,219961,9
Rob Holding,42,14,2021-22,156074,9
Romelu Lukaku,116,529,2021-22,66749,9
Stuart Dallas,52,188,2021-22,87873,9
Tino Livramento,43,491,2021-22,441191,9
Tom Cleverley,49,381,2021-22,43250,9
Winston Reid,39,410,2021-22,48717,9
Yves Bissouma,45,70,2021-22,227127,9
Abdoulaye Doucouré,55,173,2021-22,121599,10
Adam Armstrong,59,525,2021-22,155511,10
Adama Traoré,59,435,2021-22,159533,10
Albert Sambi Lokonga,48,478,2021-22,437742,10
Andreas Christensen,50,133,2021-22,135363,10
Ashley Westwood,53,107,2021-22,60551,10
Bamidele Alli,64,363,2021-22,108823,10
Ben Foster,41,376,2021-22,9089,10
Benjamin Chilwell,59,135,2021-22,172850,10
Bernardo Mota Veiga de Carvalho e Silva,71,261,2021-22,165809,10
Bertrand Traoré,57,32,2021-22,110504,10
Bruno Miguel Borges Fernandes,117,277,2021-22,141746,10
Bukayo Saka,63,22,2021-22,223340,10
Calum Chambers,42,10,2021-22,101184,10
Cenk Tosun,50,622,2021-22,66838,10
Chris Wood,67,109,2021-22,60689,10
Christian Kabasele,43,384,2021-22,85624,10
Conor Gallagher,56,144,2021-22,232787,10
Cristiano Ronaldo dos Santos Aveiro,124,579,2021-22,14937,10
Cédric Soares,42,5,2021-22,58822,10
César Azpilicueta,61,119,2021-22,41328,10
Daniel Amartey,39,208,2021-22,155569,10
Daniel Bachmann,43,389,2021-22,154506,10
David de Gea,50,270,2021-22,51940,10
Dwight McNeil,58,118,2021-22,433154,10
Edouard Mendy,62,143,2021-22,228286,10
Emile Smith Rowe,55,21,2021-22,209289,10
Ethan Pinnock,47,91,2021-22,231065,10
Fernando Luiz Rosa,48,453,2021-22,27789,10
Fernando Marçal,45,432,2021-22,111291,10
Francisco Machado Mota de Castro Trincão,58,461,2021-22,222564,10
Gabriel Fernando de Jesus,87,263,2021-22,205651,10
Hee-Chan Hwang,57,583,2021-22,184754,10
Ismaila Sarr,62,399,2021-22,232185,10
Ivan Toney,66,78,2021-22,144485,10
Jack Grealish,78,33,2021-22,114283,10
Jadon Sancho,89,485,2021-22,209243,10
James Storer,40,621,2021-22,518504,10
James Tomkins,43,147,2021-22,49413,10
Jamie Vardy,108,205,2021-22,101668,10
Japhet Tanganga,44,371,2021-22,199584,10
Joe Rodon,43,374,2021-22,214225,10
Joseph Willock,58,19,2021-22,200089,10
Joshua King,56,468,2021-22,78007,10
João Pedro Cavaco Cancelo,64,256,2021-22,121145,10
Kalvin Phillips,48,191,2021-22,155405,10
Ken Sema,52,391,2021-22,157775,10
Konstantinos Tsimikas,39,245,2021-22,214285,10
Kwadwo Baah,44,405,2021-22,493934,10
Lucas Digne,52,168,2021-22,101188,10
Luke Thomas,43,219,2021-22,244619,10
Marcos Alonso,57,122,2021-22,82263,10
Mason Greenwood,75,289,2021-22,220688,10
Mason Mount,76,138,2021-22,184341,10
Matt Targett,47,39,2021-22,169359,10
Matthew Cox,40,619,2021-22,503300,10
Michail Antonio,82,413,2021-22,57531,10
Milot Rashica,52,449,2021-22,212723,10
Mohamed Salah,129,233,2021-22,118748,10
Moussa Djenepo,53,350,2021-22,431131,10
Nathan Tella,47,346,2021-22,203389,10
Neal Maupay,65,63,2021-22,115382,10
Nicolas Pépé,70,17,2021-22,195735,10
Nikola Vlasic,58,582,2021-22,180151,10
Oghenekaro Peter Etebo,44,467,2021-22,227560,10
Pascal Groß,59,55,2021-22,60307,10
Paul Pogba,75,272,2021-22,74208,10
