name,code,element,position,season,team,gw
Mahamadou Susoho,496283,762,MID,2023-24,Man City,17
Mahmoud Ahmed Ibrahim Hassan,148508,40,MID,2020-21,Aston Villa,2
Mahmoud Ahmed Ibrahim Hassan,148508,37,MID,2021-22,Aston Villa,1
Mahmoud Dahoud,168090,128,MID,2023-24,Brighton,1
Malang Sarr,204727,501,DEF,2021-22,Chelsea,1
Malang Sarr,204727,214,DEF,2023-24,Chelsea,1
Malcolm Ebiowei,450535,224,MID,2023-24,Crystal Palace,1
Malo Gusto,482609,203,DEF,2023-24,Chelsea,1
Mamadou Sakho,40784,190,DEF,2016-17,Liverpool,1
Mamadou Sakho,40784,190,DEF,2016-17,Crystal Palace,23
Mamadou Sakho,40784,221,DEF,2017-18,Liverpool,1
Mamadou Sakho,40784,221,DEF,2017-18,Crystal Palace,4
Mamadou Sakho,40784,127,DEF,2020-21,Crystal Palace,1
Manor Solomon,235674,583,MID,2023-24,Spurs,1
Manuel Akanji,211975,341,DEF,2023-24,Man City,1
Manuel Benson Hedilazio,183751,159,MID,2023-24,Burnley,1
Manuel Lanzini,86934,462,MID,2016-17,West Ham,1
Manuel Lanzini,86934,453,MID,2017-18,West Ham,1
Manuel Lanzini,86934,439,MID,2020-21,West Ham,1
Manuel Lanzini,86934,416,MID,2021-22,West Ham,1
Marc Albrighton,51938,177,MID,2016-17,Leicester,1
Marc Albrighton,51938,200,MID,2017-18,Leicester,1
Marc Albrighton,51938,221,MID,2020-21,Leicester,1
Marc Albrighton,51938,202,MID,2021-22,Leicester,1
Marc Cucurella,179268,584,DEF,2021-22,Brighton,4
Marc Cucurella,179268,198,DEF,2023-24,Chelsea,1
Marc Guéhi,209036,477,DEF,2021-22,Crystal Palace,1
Marc Guéhi,209036,228,DEF,2023-24,Crystal Palace,1
Marc Leonard,433138,654,MID,2021-22,Brighton,17
Marc Navarro,220166,398,DEF,2021-22,Watford,1
Marcel Lavinier,215610,724,DEF,2021-22,Spurs,33
Marcelo Flores,493928,720,MID,2021-22,Arsenal,31
Marcelo de Araújo Pitaluga Filho,443629,656,GK,2021-22,Liverpool,17
Marcelo de Araújo Pitaluga Filho,443629,756,GK,2023-24,Liverpool,15
Marco Stiepermann,71738,316,MID,2021-22,Norwich,1
Marcos Alonso,82263,561,DEF,2016-17,Chelsea,4
Marcos Alonso,82263,100,DEF,2017-18,Chelsea,1
Marcos Alonso,82263,104,DEF,2020-21,Chelsea,1
Marcos Alonso,82263,122,DEF,2021-22,Chelsea,1
Marcos Rojo,58893,248,DEF,2016-17,Man Utd,1
Marcos Rojo,58893,266,DEF,2017-18,Man Utd,1
Marcos Rojo,58893,294,DEF,2020-21,Man Utd,2
Marcos Senesi,221466,83,DEF,2023-24,Bournemouth,1
Marcus Bettinelli,122074,183,GK,2020-21,Fulham,1
Marcus Bettinelli,122074,606,GK,2021-22,Chelsea,5
Marcus Bettinelli,122074,192,GK,2023-24,Chelsea,1
Marcus Forss,216620,88,FWD,2021-22,Brentford,1
Marcus Oliveira Alencar,479683,11,MID,2023-24,Arsenal,1
Marcus Rashford,176297,271,MID,2016-17,Man Utd,1
Marcus Rashford,176297,284,MID,2017-18,Man Utd,1
Marcus Rashford,176297,306,MID,2020-21,Man Utd,2
Marcus Rashford,176297,281,MID,2021-22,Man Utd,1
Marcus Rashford,176297,396,MID,2023-24,Man Utd,1
Marcus Tavernier,201658,86,MID,2023-24,Bournemouth,1
Marek Rodák,155529,186,GK,2020-21,Fulham,1
Marek Rodák,155529,284,GK,2023-24,Fulham,1
Mario Lemina,151086,500,MID,2017-18,Southampton,1
Mario Lemina,151086,493,MID,2020-21,Fulham,1
Mario Lemina,151086,565,MID,2023-24,Wolves,1
Mark Flekken,118342,101,GK,2023-24,Brentford,1
Mark Gillespie,81441,488,GK,2020-21,Newcastle,1
Mark Gillespie,81441,514,GK,2021-22,Newcastle,1
Mark Gillespie,81441,411,GK,2023-24,Newcastle,1
Mark Noble,18073,458,MID,2016-17,West Ham,1
Mark Noble,18073,450,MID,2017-18,West Ham,1
Mark Noble,18073,427,MID,2020-21,West Ham,1
Mark Noble,18073,406,MID,2021-22,West Ham,1
Mark O’Mahony,574402,741,FWD,2023-24,Brighton,12
Mark Travers,229600,88,GK,2023-24,Bournemouth,1
Martin Dubravka,67089,621,GK,2017-18,Newcastle,26
Martin Dubravka,67089,326,GK,2020-21,Newcastle,1
Martin Dubravka,67089,295,GK,2021-22,Newcastle,1
Martin Dubravka,67089,409,GK,2023-24,Newcastle,1
Martin Kelly,58786,106,DEF,2016-17,Crystal Palace,1
Martin Kelly,58786,120,DEF,2017-18,Crystal Palace,1
Martin Kelly,58786,135,DEF,2020-21,Crystal Palace,1
Martin Kelly,58786,151,DEF,2021-22,Crystal Palace,1
Martin Ødegaard,184029,645,MID,2020-21,Arsenal,21
Martin Ødegaard,184029,558,MID,2021-22,Arsenal,2
Martin Ødegaard,184029,14,MID,2023-24,Arsenal,1
Martín Montoya,86153,63,DEF,2020-21,Brighton,1
Marvelous Nakamba,184704,44,MID,2020-21,Aston Villa,2
Marvelous Nakamba,184704,41,MID,2021-22,Aston Villa,1
Marvelous Nakamba,184704,52,MID,2023-24,Luton,1
Mason Burstow,534392,623,FWD,2023-24,Chelsea,1
Mason Greenwood,220688,315,MID,2020-21,Man Utd,2
Mason Greenwood,220688,289,MID,2021-22,Man Utd,1
Mason Holgate,194164,495,DEF,2016-17,Everton,1
Mason Holgate,194164,144,DEF,2017-18,Everton,1
Mason Holgate,194164,165,DEF,2020-21,Everton,1
Mason Holgate,194164,178,DEF,2021-22,Everton,1
Mason Holgate,194164,255,DEF,2023-24,Everton,1
Mason Holgate,194164,255,DEF,2023-24,Sheffield Utd,23
Mason Mount,184341,120,MID,2020-21,Chelsea,1
Mason Mount,184341,138,MID,2021-22,Chelsea,1
Mason Mount,184341,209,MID,2023-24,Man Utd,1
Matej Vydra,81183,483,FWD,2016-17,Watford,1
Matej Vydra,81183,93,FWD,2020-21,Burnley,2
Matej Vydra,81183,111,FWD,2021-22,Burnley,1
Mateo Kovacic,91651,107,MID,2020-21,Chelsea,1
Mateo Kovacic,91651,125,MID,2021-22,Chelsea,1
Mateo Kovacic,91651,356,MID,2023-24,Man City,1
Mateusz Bogusz,480216,533,MID,2020-21,Leeds,2
Mateusz Klich,72222,198,MID,2020-21,Leeds,1
Mateusz Klich,72222,186,MID,2021-22,Leeds,1
Matheus França de Oliveira,536694,615,MID,2023-24,Crystal Palace,1
Matheus Luiz Nunes,465351,566,MID,2023-24,Wolves,1
Matheus Luiz Nunes,465351,566,MID,2023-24,Man City,4
Matheus Pereira,210407,481,MID,2020-21,West Brom,1
Matheus Santos Carneiro Da Cunha,430871,590,FWD,2023-24,Wolves,1
Mathew Ryan,131897,54,GK,2017-18,Brighton,1
Mathew Ryan,131897,70,GK,2020-21,Brighton,1
Mathew Ryan,131897,70,GK,2020-21,Arsenal,20
Mathew Ryan,131897,65,GK,2021-22,Brighton,1
Mathias Jensen,207283,86,MID,2021-22,Brentford,1
Mathias Jensen,207283,106,MID,2023-24,Brentford,1
Mathias Jorgensen,48760,171,DEF,2017-18,Huddersfield,1
Mathias Jorgensen,48760,594,DEF,2021-22,Brentford,4
Mathias Jorgensen,48760,121,DEF,2023-24,Brentford,1
Mathias Normann,179276,581,MID,2021-22,Norwich,4
Matija Sarkic,216208,472,GK,2020-21,Wolves,1
Matija Sarkic,216208,571,GK,2023-24,Wolves,1
Matt Doherty,87835,457,DEF,2020-21,Spurs,1
Matt Doherty,87835,360,DEF,2021-22,Spurs,1
Matt Doherty,87835,598,DEF,2023-24,Wolves,1
Matt Macey,113534,660,GK,2016-17,Arsenal,31
Matt Macey,113534,559,GK,2017-18,Arsenal,9
Matt Macey,113534,527,GK,2020-21,Arsenal,1
Matt Macey,113534,323,GK,2023-24,Luton,1
Matt Phillips,50229,446,MID,2016-17,West Brom,1
Matt Phillips,50229,432,MID,2017-18,West Brom,1
Matt Phillips,50229,411,MID,2020-21,West Brom,1
Matt Ritchie,56983,295,MID,2017-18,Newcastle,1
Matt Ritchie,56983,322,MID,2020-21,Newcastle,1
Matt Ritchie,56983,292,DEF,2021-22,Newcastle,1
Matt Ritchie,56983,425,MID,2023-24,Newcastle,1
Matt Targett,169359,299,DEF,2016-17,Southampton,1
Matt Targett,169359,309,DEF,2017-18,Southampton,1
Matt Targett,169359,42,DEF,2020-21,Aston Villa,2
Matt Targett,169359,39,DEF,2021-22,Aston Villa,1
Matt Targett,169359,39,DEF,2021-22,Newcastle,24
Matt Targett,169359,428,DEF,2023-24,Newcastle,1
Matt Turner,224068,28,GK,2023-24,Nott'm Forest,1
Matteo Guendouzi,242166,25,MID,2020-21,Arsenal,1
Matteo Guendouzi,242166,25,MID,2021-22,Arsenal,1
Matthew Cash,199796,496,DEF,2020-21,Aston Villa,2
Matthew Cash,199796,44,DEF,2021-22,Aston Villa,1
Matthew Cash,199796,36,DEF,2023-24,Aston Villa,1
Matthew Clarke,178173,73,DEF,2020-21,Brighton,1
Matthew Cox,503300,619,GK,2021-22,Brentford,10
Matthew Cox,503300,97,GK,2023-24,Brentford,1
Matthew Craig,461201,729,MID,2021-22,Spurs,35
Matthew Dibley-Dias,515023,652,MID,2023-24,Fulham,1
Matthew Longstaff,223175,487,MID,2020-21,Newcastle,1
Matthew Longstaff,223175,312,MID,2021-22,Newcastle,1
Matthew Lowton,68983,55,DEF,2016-17,Burnley,1
Matthew Lowton,68983,76,DEF,2017-18,Burnley,1
Matthew Lowton,68983,92,DEF,2020-21,Burnley,2
Matthew Lowton,68983,110,DEF,2021-22,Burnley,1
Matthew Pollock,467311,454,DEF,2021-22,Watford,1
Matthew Whittingham,483398,749,MID,2023-24,Wolves,14
Matty James,61604,474,MID,2017-18,Leicester,1
Matty James,61604,222,MID,2020-21,Leicester,1
Matz Sels,85633,808,GK,2023-24,Nott'm Forest,23
Mauro Bandeira,504751,815,MID,2023-24,Arsenal,24
Max Aarons,232980,326,DEF,2021-22,Norwich,1
Max Aarons,232980,643,DEF,2023-24,Bournemouth,1
Max Kilman,214048,470,DEF,2020-21,Wolves,1
Max Kilman,214048,439,DEF,2021-22,Wolves,1
Max Kilman,214048,563,DEF,2023-24,Wolves,1
Max Kinsey,496683,802,DEF,2023-24,Bournemouth,22
Max Lowe,155197,511,DEF,2020-21,Sheffield Utd,1
Max Lowe,155197,484,DEF,2023-24,Sheffield Utd,1
Max Meyer,141020,143,MID,2020-21,Crystal Palace,1
Max Sanders,215062,632,MID,2020-21,Brighton,18
Max Thompson,461450,591,FWD,2020-21,Burnley,7
Maxime Esteve,477717,806,DEF,2023-24,Burnley,23
Maxime Le Marchand,61739,173,DEF,2020-21,Fulham,1
Maxwel Cornet,149519,578,MID,2021-22,Burnley,4
Maxwel Cornet,149519,527,MID,2023-24,West Ham,1
Maxwell Haygarth,461558,628,MID,2021-22,Brentford,12
Mazeed Ogungbo,449444,719,DEF,2021-22,Arsenal,31
Mbaye Diagne,164011,648,FWD,2020-21,West Brom,21
Mbwana Ally Samatta,217487,49,FWD,2020-21,Aston Villa,2
Mbwana Ally Samatta,217487,48,FWD,2021-22,Aston Villa,1
Meritan Shabani,225368,553,MID,2020-21,Wolves,3
Mesut Özil,37605,14,MID,2016-17,Arsenal,1
Mesut Özil,37605,16,MID,2017-18,Arsenal,1
Mesut Özil,37605,1,MID,2020-21,Arsenal,1
Micah Hamilton,462438,771,MID,2023-24,Man City,19
Michael Dacosta Gonzalez,596572,849,MID,2023-24,Bournemouth,33
Michael Hector,84915,178,DEF,2020-21,Fulham,1
Michael Keane,106611,58,DEF,2016-17,Burnley,1
Michael Keane,106611,146,DEF,2017-18,Everton,1
Michael Keane,106611,156,DEF,2020-21,Everton,1
Michael Keane,106611,169,DEF,2021-22,Everton,1
Michael Keane,106611,257,DEF,2023-24,Everton,1
Michael McGovern,18499,313,GK,2021-22,Norwich,1
Michael Ndiweni,490150,745,FWD,2023-24,Newcastle,13
Michael Obafemi,220598,603,FWD,2017-18,Southampton,24
Michael Obafemi,220598,381,FWD,2020-21,Southampton,1
Michael Obafemi,220598,348,FWD,2021-22,Southampton,1
Michael Obafemi,220598,174,FWD,2023-24,Burnley,1
Michael Olakigbe,501284,620,MID,2023-24,Brentford,1
Michael Olise,443661,464,MID,2021-22,Crystal Palace,1
Michael Olise,443661,236,MID,2023-24,Crystal Palace,1
Michael Verrips,194126,580,GK,2020-21,Sheffield Utd,5
Michail Antonio,57531,464,FWD,2016-17,West Ham,1
Michail Antonio,57531,454,FWD,2017-18,West Ham,1
Michail Antonio,57531,437,FWD,2020-21,West Ham,1
Michail Antonio,57531,413,FWD,2021-22,West Ham,1
Michail Antonio,57531,523,FWD,2023-24,West Ham,1
Michal Karbownik,442229,663,DEF,2020-21,Brighton,22
Michal Karbownik,442229,536,DEF,2021-22,Brighton,1
Michal Karbownik,442229,136,DEF,2023-24,Brighton,1
Michy Batshuayi,94245,96,FWD,2016-17,Chelsea,1
Michy Batshuayi,94245,113,FWD,2017-18,Chelsea,1
Michy Batshuayi,94245,108,FWD,2020-21,Crystal Palace,1
Michy Batshuayi,94245,126,FWD,2021-22,Chelsea,1
Micky van de Ven,491279,639,DEF,2023-24,Spurs,1
Miguel Almirón,179018,339,MID,2020-21,Newcastle,1
Miguel Almirón,179018,308,MID,2021-22,Newcastle,1
Miguel Almirón,179018,402,MID,2023-24,Newcastle,1
Miguel Azeez,439482,689,MID,2020-21,Arsenal,31
Miguel Azeez,439482,721,MID,2021-22,Arsenal,32
Mika Biereth,444880,694,FWD,2021-22,Arsenal,23
Mike Trésor,437748,706,MID,2023-24,Burnley,5
Mikey Moore,499721,860,MID,2023-24,Spurs,35
Mikkel Damsgaard,440089,98,MID,2023-24,Brentford,1
Milos Kerkez,544877,595,DEF,2023-24,Bournemouth,1
Milot Rashica,212723,449,MID,2021-22,Norwich,1
Mohamed Dräger,173399,444,DEF,2023-24,Nott'm Forest,1
Mohamed Elneny,153256,22,MID,2016-17,Arsenal,1
Mohamed Elneny,153256,22,MID,2017-18,Arsenal,1
Mohamed Elneny,153256,526,MID,2020-21,Arsenal,1
Mohamed Elneny,153256,12,MID,2021-22,Arsenal,1
Mohamed Elneny,153256,3,MID,2023-24,Arsenal,1
Mohamed Elyounoussi,96787,517,MID,2021-22,Southampton,1
Mohamed Salah,118748,234,MID,2017-18,Liverpool,1
Mohamed Salah,118748,254,MID,2020-21,Liverpool,1
Mohamed Salah,118748,233,MID,2021-22,Liverpool,1
Mohamed Salah,118748,308,MID,2023-24,Liverpool,1
Mohammed Kudus,460842,689,MID,2023-24,West Ham,4
Mohammed Salisu,450527,479,DEF,2020-21,Southampton,1
Mohammed Salisu,450527,351,DEF,2021-22,Southampton,1
Moise Kean,242058,169,FWD,2020-21,Everton,1
Moise Kean,242058,564,FWD,2021-22,Everton,2
Moisés Caicedo,486672,664,MID,2020-21,Brighton,23
Moisés Caicedo,486672,538,MID,2021-22,Brighton,1
Moisés Caicedo,486672,126,MID,2023-24,Brighton,1
Moisés Caicedo,486672,126,MID,2023-24,Chelsea,2
Morgan Gibbs-White,222531,473,MID,2020-21,Wolves,1
Morgan Gibbs-White,222531,440,MID,2021-22,Wolves,1
Morgan Gibbs-White,222531,447,MID,2023-24,Nott'm Forest,1
Morgan Rogers,244850,803,MID,2023-24,Aston Villa,23
Morgan Sanson,122775,647,MID,2020-21,Aston Villa,21
Morgan Sanson,122775,34,MID,2021-22,Aston Villa,1
Morgan Sanson,122775,56,MID,2023-24,Aston Villa,1
Moussa Diaby,243557,599,MID,2023-24,Aston Villa,1
Moussa Djenepo,431131,382,MID,2020-21,Southampton,1
Moussa Djenepo,431131,350,MID,2021-22,Southampton,1
Moussa Niakhaté,199170,457,DEF,2023-24,Nott'm Forest,1
Moussa Sissoko,45268,572,MID,2016-17,Spurs,4
Moussa Sissoko,45268,393,MID,2017-18,Spurs,1
Moussa Sissoko,45268,385,MID,2020-21,Spurs,1
Moussa Sissoko,45268,354,MID,2021-22,Spurs,1
Moussa Sissoko,45268,354,MID,2021-22,Watford,3
Murillo Santiago Costa dos Santos,575476,696,DEF,2023-24,Nott'm Forest,4
Mykhailo Mudryk,465920,210,MID,2023-24,Chelsea,1
Myles Lewis-Skelly,499169,764,MID,2023-24,Arsenal,17
Myles Peart-Harris,450539,662,MID,2021-22,Brentford,19
Myles Peart-Harris,450539,744,MID,2023-24,Brentford,12
Máximo Perrone,482769,363,MID,2023-24,Man City,1
N'Golo Kanté,116594,95,MID,2016-17,Chelsea,1
N'Golo Kanté,116594,111,MID,2017-18,Chelsea,1
N'Golo Kanté,116594,113,MID,2020-21,Chelsea,1
N'Golo Kanté,116594,130,MID,2021-22,Chelsea,1
Naby Keita,175592,261,MID,2020-21,Liverpool,1
Naby Keita,175592,239,MID,2021-22,Liverpool,1
Nampalys Mendy,86881,183,MID,2016-17,Leicester,1
Nampalys Mendy,86881,205,MID,2017-18,Leicester,1
Nampalys Mendy,86881,518,MID,2020-21,Leicester,1
Nampalys Mendy,86881,203,MID,2021-22,Leicester,1
Naouirou Ahamada,466117,219,MID,2023-24,Crystal Palace,1
Nathan Aké,126184,36,DEF,2016-17,Bournemouth,1
Nathan Aké,126184,36,DEF,2016-17,Chelsea,21
Nathan Aké,126184,38,DEF,2017-18,Bournemouth,1
Nathan Aké,126184,279,DEF,2020-21,Man City,2
Nathan Aké,126184,258,DEF,2021-22,Man City,1
Nathan Aké,126184,342,DEF,2023-24,Man City,1
Nathan Bishop,250370,686,GK,2020-21,Man Utd,28
Nathan Broadhead,173818,680,MID,2020-21,Everton,26
Nathan Broadhead,173818,545,FWD,2021-22,Everton,1
Nathan Collins,432830,451,DEF,2021-22,Burnley,1
Nathan Collins,432830,96,DEF,2023-24,Brentford,1
Nathan Ferguson,232423,578,DEF,2017-18,West Brom,17
Nathan Ferguson,232423,145,DEF,2020-21,Crystal Palace,1
Nathan Ferguson,232423,161,DEF,2021-22,Crystal Palace,1
Nathan Fraser,531363,704,FWD,2023-24,Wolves,4
Nathan Patterson,243571,674,DEF,2021-22,Everton,21
Nathan Patterson,243571,262,DEF,2023-24,Everton,1
Nathan Redmond,83283,304,MID,2016-17,Southampton,1
Nathan Redmond,83283,324,MID,2017-18,Southampton,1
Nathan Redmond,83283,365,MID,2020-21,Southampton,1
Nathan Redmond,83283,336,MID,2021-22,Southampton,1
Nathan Redmond,83283,600,MID,2023-24,Burnley,1
Nathan Tella,203389,524,MID,2020-21,Southampton,1
Nathan Tella,203389,346,MID,2021-22,Southampton,1
Nathan Trott,232398,574,GK,2017-18,West Ham,15
Nathan Trott,232398,674,GK,2020-21,West Ham,26
Nathan Young-Coombes,460029,640,FWD,2021-22,Brentford,15
Nathaniel Chalobah,89085,530,MID,2016-17,Chelsea,2
Nathaniel Chalobah,89085,112,MID,2017-18,Watford,1
Nathaniel Chalobah,89085,385,MID,2021-22,Watford,1
Nathaniel Clyne,57328,193,DEF,2016-17,Liverpool,1
Nathaniel Clyne,57328,217,DEF,2017-18,Liverpool,1
Nathaniel Clyne,57328,577,DEF,2020-21,Crystal Palace,5
Nathaniel Clyne,57328,493,DEF,2021-22,Crystal Palace,1
Nathaniel Clyne,57328,222,DEF,2023-24,Crystal Palace,1
Nathaniel Phillips,197464,589,DEF,2020-21,Liverpool,6
Nathaniel Phillips,197464,241,DEF,2021-22,Liverpool,1
Nathaniel Phillips,197464,306,DEF,2023-24,Liverpool,1
Nayef Aguerd,210494,522,DEF,2023-24,West Ham,1
Neal Maupay,115382,68,FWD,2020-21,Brighton,1
Neal Maupay,115382,63,FWD,2021-22,Brighton,1
Neal Maupay,115382,258,FWD,2023-24,Everton,1
Neal Maupay,115382,258,FWD,2023-24,Brentford,5
Neco Williams,215136,264,DEF,2020-21,Liverpool,1
Neco Williams,215136,246,DEF,2021-22,Liverpool,1
Neco Williams,215136,467,DEF,2023-24,Nott'm Forest,1
Neeskens Kebano,92259,180,MID,2020-21,Fulham,1
Neil Taylor,47390,360,DEF,2016-17,Swansea,1
Neil Taylor,47390,31,DEF,2020-21,Aston Villa,2
Nemanja Matic,62398,87,MID,2016-17,Chelsea,1
Nemanja Matic,62398,107,MID,2017-18,Man Utd,1
Nemanja Matic,62398,295,MID,2020-21,Man Utd,2
Nemanja Matic,62398,271,MID,2021-22,Man Utd,1
Niall Huggins,492066,619,FWD,2020-21,Leeds,17
Nick Pope,98747,471,GK,2016-17,Burnley,1
Nick Pope,98747,469,GK,2017-18,Burnley,1
Nick Pope,98747,96,GK,2020-21,Burnley,2
Nick Pope,98747,112,GK,2021-22,Burnley,1
Nick Pope,98747,424,GK,2023-24,Newcastle,1
Nicolas Jackson,517052,211,FWD,2023-24,Chelsea,1
Nicolas Nkoulou,52775,618,DEF,2021-22,Watford,9
Nicolas Pépé,195735,18,MID,2020-21,Arsenal,1
Nicolas Pépé,195735,17,MID,2021-22,Arsenal,1
Nicolas Pépé,195735,16,MID,2023-24,Arsenal,1
Nicolás Domínguez,250199,712,MID,2023-24,Nott'm Forest,5
Nicolás Otamendi,57410,226,DEF,2016-17,Man City,1
Nicolás Otamendi,57410,245,DEF,2017-18,Man City,1
Nicolás Otamendi,57410,269,DEF,2020-21,Man City,2
Nicolò Zaniolo,245414,672,MID,2023-24,Aston Villa,3
Niels Nkounkou,495542,559,DEF,2020-21,Everton,4
Niels Nkounkou,495542,570,DEF,2021-22,Everton,3
Nigel Lonwijk,465551,629,DEF,2020-21,Wolves,18
Nikola Vlasic,180151,539,MID,2017-18,Everton,4
Nikola Vlasic,180151,582,MID,2021-22,West Ham,4
Nikola Vlasic,180151,543,MID,2023-24,West Ham,1
Nile John,461212,710,MID,2020-21,Spurs,38
Noha Lemina,550833,800,MID,2023-24,Wolves,22
Nohan Kenneh,469249,600,MID,2021-22,Leeds,5
Noni Madueke,248857,208,MID,2023-24,Chelsea,1
Norberto Bercique Gomes Betuncal,486385,691,FWD,2023-24,Everton,4
Norberto Murara Neto,69752,77,GK,2023-24,Bournemouth,1
Noël Atom,549014,861,DEF,2023-24,Brighton,37
Nuno Varela Tavares,437626,466,DEF,2021-22,Arsenal,1
Nuno Varela Tavares,437626,23,DEF,2023-24,Arsenal,1
Nuno Varela Tavares,437626,23,DEF,2023-24,Nott'm Forest,4
Nélson Cabral Semedo,200402,546,DEF,2020-21,Wolves,3
Nélson Cabral Semedo,200402,437,DEF,2021-22,Wolves,1
Nélson Cabral Semedo,200402,572,DEF,2023-24,Wolves,1
Odeluga Offiah,445548,712,DEF,2021-22,Brighton,27
Odeluga Offiah,445548,845,DEF,2023-24,Brighton,31
Odion Ighalo,58498,426,FWD,2016-17,Watford,1
Odion Ighalo,58498,293,FWD,2020-21,Man Utd,2
Odsonne Edouard,199670,586,FWD,2021-22,Crystal Palace,4
Odsonne Edouard,199670,225,FWD,2023-24,Crystal Palace,1
Odysseas Vlachodimos,111452,710,GK,2023-24,Nott'm Forest,5
Oghenekaro Peter Etebo,227560,467,MID,2021-22,Watford,1
Okay Yokuslu,101394,654,MID,2020-21,West Brom,22
Ola Aina,159506,487,DEF,2016-17,Chelsea,1
Ola Aina,159506,562,DEF,2020-21,Fulham,4
Ola Aina,159506,604,DEF,2023-24,Nott'm Forest,1
Oleksandr Zinchenko,206325,238,DEF,2016-17,Man City,1
Oleksandr Zinchenko,206325,551,DEF,2017-18,Man City,7
Oleksandr Zinchenko,206325,283,DEF,2020-21,Man City,2
Oleksandr Zinchenko,206325,264,DEF,2021-22,Man City,1
Oleksandr Zinchenko,206325,31,DEF,2023-24,Arsenal,1
Oliver Arblaster,532372,823,MID,2023-24,Sheffield Utd,25
Oliver Burke,197937,524,MID,2017-18,West Brom,3
Oliver Burke,197937,424,MID,2020-21,Sheffield Utd,1
Oliver Casey,467114,215,DEF,2020-21,Leeds,1
Oliver McBurnie,169432,546,FWD,2016-17,Swansea,3
Oliver McBurnie,169432,372,FWD,2017-18,Swansea,1
Oliver McBurnie,169432,357,FWD,2020-21,Sheffield Utd,1
Oliver McBurnie,169432,485,FWD,2023-24,Sheffield Utd,1
Oliver Norwood,79934,68,MID,2017-18,Brighton,1
Oliver Norwood,79934,349,MID,2020-21,Sheffield Utd,1
Oliver Norwood,79934,488,MID,2023-24,Sheffield Utd,1
Oliver Scarles,536109,784,DEF,2023-24,West Ham,21
Oliver Skipp,209042,404,MID,2020-21,Spurs,1
Oliver Skipp,209042,373,MID,2021-22,Spurs,1
Oliver Skipp,209042,515,MID,2023-24,Spurs,1
Olivier Giroud,44346,25,FWD,2016-17,Arsenal,1
Olivier Giroud,44346,25,FWD,2017-18,Arsenal,1
Olivier Giroud,44346,25,FWD,2017-18,Chelsea,26
Olivier Giroud,44346,103,FWD,2020-21,Chelsea,1
Olivier Giroud,44346,120,FWD,2021-22,Chelsea,1
Oliwier Zych,516159,686,GK,2023-24,Aston Villa,3
Ollie Harrison,597983,820,MID,2023-24,Chelsea,25
Ollie Watkins,178301,514,FWD,2020-21,Aston Villa,2
Ollie Watkins,178301,40,FWD,2021-22,Aston Villa,1
Ollie Watkins,178301,60,FWD,2023-24,Aston Villa,1
Oluwasemilogo Adesewo Ibidapo Ajayi,146426,419,DEF,2020-21,West Brom,1
Omar Richards,204822,461,DEF,2023-24,Nott'm Forest,1
Omari Forson,487828,632,MID,2023-24,Man Utd,1
Omari Hutchinson,503301,692,MID,2021-22,Arsenal,23
Omari Kellyman,549068,618,MID,2023-24,Aston Villa,1
Onel Hernández,89470,320,MID,2021-22,Norwich,1
Orel Mangala,179519,453,MID,2023-24,Nott'm Forest,1
Oriol Romeu Vidal,78056,310,MID,2016-17,Southampton,1
Oriol Romeu Vidal,78056,320,MID,2017-18,Southampton,1
Oriol Romeu Vidal,78056,364,MID,2020-21,Southampton,1
Oriol Romeu Vidal,78056,335,MID,2021-22,Southampton,1
Oscar Bobb,477555,345,MID,2023-24,Man City,1
Oskar Buur,179456,467,DEF,2020-21,Wolves,1
Owen Beck,430992,627,DEF,2021-22,Liverpool,12
Owen Beck,430992,782,DEF,2023-24,Liverpool,21
Owen Dodgson,461567,565,DEF,2021-22,Burnley,2
Owen Dodgson,461567,622,DEF,2023-24,Burnley,1
Owen Hampson,591538,857,MID,2023-24,Sheffield Utd,34
Owen Hesketh,432712,769,MID,2023-24,Wolves,18
Owen Otasowie,250604,581,MID,2020-21,Wolves,5
Owen Otasowie,250604,442,MID,2021-22,Wolves,1
Ozan Kabak,438277,652,DEF,2020-21,Liverpool,22
Ozan Kabak,438277,580,DEF,2021-22,Norwich,4
Ozan Tufan,130036,557,MID,2021-22,Watford,2
Pablo Fornals,217593,450,MID,2020-21,West Ham,1
Pablo Fornals,217593,423,MID,2021-22,West Ham,1
Pablo Fornals,217593,534,MID,2023-24,West Ham,1
Pablo Hernández Domínguez,28690,193,MID,2020-21,Leeds,1
Pablo Hernández Domínguez,28690,182,MID,2021-22,Leeds,1
Pablo Marí,92371,10,DEF,2020-21,Arsenal,1
Pablo Marí,92371,8,DEF,2021-22,Arsenal,1
Pablo Sarabia,88484,570,MID,2023-24,Wolves,1
Pape Matar Sarr,482442,513,MID,2023-24,Spurs,1
Paris Maghoma,220695,614,MID,2021-22,Brentford,8
Pascal Groß,60307,70,MID,2017-18,Brighton,1
Pascal Groß,60307,57,MID,2020-21,Brighton,1
Pascal Groß,60307,55,MID,2021-22,Brighton,1
Pascal Groß,60307,134,MID,2023-24,Brighton,1
Pascal Struijk,222694,211,DEF,2020-21,Leeds,1
Pascal Struijk,222694,198,DEF,2021-22,Leeds,1
Patrick Bamford,106617,553,FWD,2016-17,Burnley,4
Patrick Bamford,106617,553,FWD,2016-17,Middlesbrough,22
Patrick Bamford,106617,202,FWD,2020-21,Leeds,1
