name,code,element,position,season,team,gw
Aaron Connolly,233425,78,FWD,2020-21,Brighton,1
Aaron Connolly,233425,72,FWD,2021-22,Brighton,1
Aaron Connolly,233425,127,FWD,2023-24,Brighton,1
Aaron Cresswell,55459,454,DEF,2016-17,West Ham,1
Aaron Cresswell,55459,443,DEF,2017-18,West Ham,1
Aaron Cresswell,55459,435,DEF,2020-21,West Ham,1
Aaron Cresswell,55459,411,DEF,2021-22,West Ham,1
Aaron Cresswell,55459,530,DEF,2023-24,West Ham,1
Aaron Hickey,472713,104,DEF,2023-24,Brentford,1
Aaron Lennon,17349,142,MID,2016-17,Everton,1
Aaron Lennon,17349,153,MID,2017-18,Everton,1
Aaron Lennon,17349,153,MID,2017-18,Burnley,25
Aaron Lennon,17349,575,MID,2021-22,Burnley,3
Aaron Mooy,74471,172,MID,2017-18,Huddersfield,1
Aaron Mooy,74471,60,MID,2020-21,Brighton,1
Aaron Ramsdale,225321,677,GK,2016-17,Bournemouth,38
Aaron Ramsdale,225321,549,GK,2017-18,Bournemouth,6
Aaron Ramsdale,225321,483,GK,2020-21,Sheffield Utd,1
Aaron Ramsdale,225321,559,GK,2021-22,Arsenal,2
Aaron Ramsdale,225321,17,GK,2023-24,Arsenal,1
Aaron Ramsey,41792,16,MID,2016-17,Arsenal,1
Aaron Ramsey,41792,18,MID,2017-18,Arsenal,1
Aaron Ramsey,447715,496,MID,2021-22,Aston Villa,1
Aaron Ramsey,447715,675,MID,2023-24,Burnley,3
Aaron Wan-Bissaka,214590,612,DEF,2016-17,Crystal Palace,16
Aaron Wan-Bissaka,214590,579,DEF,2017-18,Crystal Palace,18
Aaron Wan-Bissaka,214590,313,DEF,2020-21,Man Utd,2
Aaron Wan-Bissaka,214590,288,DEF,2021-22,Man Utd,1
Aaron Wan-Bissaka,214590,401,DEF,2023-24,Man Utd,1
Abdoulaye Doucouré,121599,482,MID,2016-17,Watford,1
Abdoulaye Doucouré,121599,414,MID,2017-18,Watford,1
Abdoulaye Doucouré,121599,512,MID,2020-21,Everton,1
Abdoulaye Doucouré,121599,173,MID,2021-22,Everton,1
Abdoulaye Doucouré,121599,249,MID,2023-24,Everton,1
Abdul Rahman Baba,118335,190,DEF,2023-24,Chelsea,1
Aboubakar Kamara,197030,190,MID,2020-21,Fulham,1
Abu Kamara,490161,715,FWD,2021-22,Norwich,31
Adam Armstrong,155511,525,FWD,2021-22,Southampton,1
Adam Davies,102549,479,GK,2023-24,Sheffield Utd,1
Adam Forshaw,80179,286,MID,2016-17,Middlesbrough,1
Adam Forshaw,80179,199,MID,2020-21,Leeds,1
Adam Forshaw,80179,552,MID,2021-22,Leeds,1
Adam Idah,432735,329,FWD,2021-22,Norwich,1
Adam Lallana,39155,205,MID,2016-17,Liverpool,1
Adam Lallana,39155,228,MID,2017-18,Liverpool,1
Adam Lallana,39155,54,MID,2020-21,Brighton,1
Adam Lallana,39155,53,MID,2021-22,Brighton,1
Adam Lallana,39155,138,MID,2023-24,Brighton,1
Adam Masina,155651,390,DEF,2021-22,Watford,1
Adam Smith,54469,34,DEF,2016-17,Bournemouth,1
Adam Smith,54469,35,DEF,2017-18,Bournemouth,1
Adam Smith,54469,84,DEF,2023-24,Bournemouth,1
Adam Webster,110735,66,DEF,2020-21,Brighton,1
Adam Webster,110735,61,DEF,2021-22,Brighton,1
Adam Webster,110735,153,DEF,2023-24,Brighton,1
Adam Wharton,496221,807,MID,2023-24,Crystal Palace,23
Adama Traoré,159533,563,MID,2016-17,Middlesbrough,4
Adama Traoré,159533,465,MID,2020-21,Wolves,1
Adama Traoré,159533,435,MID,2021-22,Wolves,1
Adama Traoré,159533,662,MID,2023-24,Fulham,2
Adedapo Awokoya-Mebude,243569,469,FWD,2021-22,Watford,1
Ademipo Odubeko,461533,638,FWD,2020-21,West Ham,19
Ademola Lookman,219352,627,MID,2016-17,Everton,21
Ademola Lookman,219352,157,MID,2017-18,Everton,1
Ademola Lookman,219352,557,MID,2020-21,Fulham,4
Ademola Lookman,219352,587,MID,2021-22,Leicester,4
Ademola Ola-Adebomi,531993,720,FWD,2023-24,Crystal Palace,7
Admiral Muskwe,174595,327,FWD,2023-24,Luton,1
Adrian Blake,533719,733,MID,2021-22,Watford,36
Adrien Silva,46483,220,MID,2020-21,Leicester,1
Adrián Bernabé,449926,537,MID,2020-21,Man City,2
Adrián San Miguel del Castillo,60706,450,GK,2016-17,West Ham,1
Adrián San Miguel del Castillo,60706,438,GK,2017-18,West Ham,1
Adrián San Miguel del Castillo,60706,245,GK,2020-21,Liverpool,1
Adrián San Miguel del Castillo,60706,223,GK,2021-22,Liverpool,1
Adrián San Miguel del Castillo,60706,289,GK,2023-24,Liverpool,1
Ahmed El Mohamady,37339,29,DEF,2020-21,Aston Villa,2
Ahmed El-Sayed Hegazy,77777,414,DEF,2020-21,West Brom,1
Aidan Francis-Clarke,552030,648,DEF,2023-24,Luton,1
Ainsley Maitland-Niles,154043,593,DEF,2016-17,Arsenal,9
Ainsley Maitland-Niles,154043,546,DEF,2017-18,Arsenal,5
Ainsley Maitland-Niles,154043,15,DEF,2020-21,Arsenal,1
Ainsley Maitland-Niles,154043,15,DEF,2020-21,West Brom,22
Ainsley Maitland-Niles,154043,13,MID,2021-22,Arsenal,1
Ajibola Alese,220684,644,DEF,2021-22,West Ham,16
Albert Sambi Lokonga,437742,478,MID,2021-22,Arsenal,1
Albert Sambi Lokonga,437742,21,MID,2023-24,Arsenal,1
Albert Sambi Lokonga,437742,21,MID,2023-24,Luton,5
Albian Ajeti,181008,447,FWD,2020-21,West Ham,1
Alejandro Garnacho,493105,723,MID,2021-22,Man Utd,33
Alejandro Garnacho,493105,382,MID,2023-24,Man Utd,1
Alejo Véliz,536908,641,FWD,2023-24,Spurs,1
Aleksandar Mitrović,128389,184,FWD,2020-21,Fulham,1
Aleksandar Mitrović,128389,278,FWD,2023-24,Fulham,1
Alex Iwobi,153133,21,MID,2016-17,Arsenal,1
Alex Iwobi,153133,21,MID,2017-18,Arsenal,1
Alex Iwobi,153133,159,MID,2020-21,Everton,1
Alex Iwobi,153133,174,MID,2021-22,Everton,1
Alex Iwobi,153133,256,MID,2023-24,Everton,1
Alex Iwobi,153133,256,MID,2023-24,Fulham,5
Alex Kirk,450553,730,DEF,2021-22,Arsenal,35
Alex Kral,195728,589,MID,2021-22,West Ham,4
Alex Matos,519198,718,MID,2023-24,Chelsea,5
Alex McCarthy,58376,101,GK,2016-17,Southampton,1
Alex McCarthy,58376,305,GK,2017-18,Southampton,1
Alex McCarthy,58376,363,GK,2020-21,Southampton,1
Alex McCarthy,58376,334,GK,2021-22,Southampton,1
Alex Mighten,244930,456,MID,2023-24,Nott'm Forest,1
Alex Murphy,545477,634,DEF,2023-24,Newcastle,1
Alex Nicolao Telles,152590,568,DEF,2020-21,Man Utd,5
Alex Nicolao Telles,152590,279,DEF,2021-22,Man Utd,1
Alex Nicolao Telles,152590,370,DEF,2023-24,Man Utd,1
Alex Oxlade-Chamberlain,81880,18,MID,2016-17,Arsenal,1
Alex Oxlade-Chamberlain,81880,19,MID,2017-18,Arsenal,1
Alex Oxlade-Chamberlain,81880,19,MID,2017-18,Liverpool,4
Alex Oxlade-Chamberlain,81880,248,MID,2020-21,Liverpool,1
Alex Oxlade-Chamberlain,81880,227,MID,2021-22,Liverpool,1
Alex Scott,503139,644,MID,2023-24,Bournemouth,1
Alexander Isak,219168,415,FWD,2023-24,Newcastle,1
Alexandre Jankewitz,449781,643,MID,2020-21,Southampton,20
Alexandre Lacazette,59966,28,FWD,2017-18,Arsenal,1
Alexandre Lacazette,59966,6,FWD,2020-21,Arsenal,1
Alexandre Lacazette,59966,6,FWD,2021-22,Arsenal,1
Alexandre Moreno Lopera,106468,32,DEF,2023-24,Aston Villa,1
Alexis Mac Allister,243016,80,MID,2020-21,Brighton,1
Alexis Mac Allister,243016,74,MID,2021-22,Brighton,1
Alexis Mac Allister,243016,304,MID,2023-24,Liverpool,1
Alfie Devine,496179,650,MID,2020-21,Spurs,21
Alfie Devine,496179,714,MID,2021-22,Spurs,27
Alfie Dorrington,519321,740,DEF,2023-24,Spurs,12
Alfie Doughty,244262,321,DEF,2023-24,Luton,1
Alfie Gilchrist,514280,716,DEF,2023-24,Chelsea,5
Alfie Mawson,149266,558,DEF,2016-17,Swansea,4
Alfie Mawson,149266,357,DEF,2017-18,Swansea,1
Alfie Mawson,149266,185,DEF,2020-21,Fulham,1
Alfie Whiteman,175941,521,GK,2023-24,Spurs,1
Alireza Jahanbakhsh,165210,71,MID,2020-21,Brighton,1
Alireza Jahanbakhsh,165210,66,MID,2021-22,Brighton,1
Alisson Ramses Becker,116535,252,GK,2020-21,Liverpool,1
Alisson Ramses Becker,116535,231,GK,2021-22,Liverpool,1
Alisson Ramses Becker,116535,291,GK,2023-24,Liverpool,1
Allan Campbell,193195,319,MID,2023-24,Luton,1
Allan Marques Loureiro,119765,502,MID,2020-21,Everton,1
Allan Marques Loureiro,119765,171,MID,2021-22,Everton,1
Allan Saint-Maximin,170137,338,MID,2020-21,Newcastle,1
Allan Saint-Maximin,170137,307,FWD,2021-22,Newcastle,1
Allan Saint-Maximin,170137,426,MID,2023-24,Newcastle,1
Allan Tchaptchet,447093,635,DEF,2020-21,Southampton,19
Alphonse Areola,84182,516,GK,2020-21,Fulham,1
Alphonse Areola,84182,489,GK,2021-22,West Ham,1
Alphonse Areola,84182,524,GK,2023-24,West Ham,1
Altay Bayindir,451302,695,GK,2023-24,Man Utd,4
Amad Diallo,493250,640,MID,2020-21,Man Utd,20
Amad Diallo,493250,636,MID,2021-22,Man Utd,14
Amad Diallo,493250,371,MID,2023-24,Man Utd,1
Amadou Diallo,248859,738,MID,2023-24,Newcastle,12
Amadou Onana,449871,261,MID,2023-24,Everton,1
Amara Nallo,611926,837,DEF,2023-24,Liverpool,28
Amari'i Bell,165183,316,DEF,2023-24,Luton,1
Ameen Al-Dakhil,487968,157,DEF,2023-24,Burnley,1
Anass Zaroury,511783,184,MID,2023-24,Burnley,1
Andi Zeqiri,204676,574,FWD,2020-21,Brighton,5
Andi Zeqiri,204676,535,FWD,2021-22,Brighton,1
Andi Zeqiri,204676,155,FWD,2023-24,Brighton,1
Andre Brooks,538210,655,MID,2023-24,Sheffield Utd,1
Andre Gray,73426,68,FWD,2016-17,Burnley,1
Andre Gray,73426,92,FWD,2017-18,Watford,1
Andre Gray,73426,383,FWD,2021-22,Watford,1
Andreas Christensen,135363,470,DEF,2017-18,Chelsea,1
Andreas Christensen,135363,116,DEF,2020-21,Chelsea,1
Andreas Christensen,135363,133,DEF,2021-22,Chelsea,1
Andreas Hoelgebaum Pereira,156689,263,MID,2016-17,Man Utd,1
Andreas Hoelgebaum Pereira,156689,476,MID,2017-18,Man Utd,1
Andreas Hoelgebaum Pereira,156689,304,MID,2020-21,Man Utd,2
Andreas Hoelgebaum Pereira,156689,511,MID,2021-22,Man Utd,1
Andreas Hoelgebaum Pereira,156689,267,MID,2023-24,Fulham,1
Andreas Söndergaard,448487,617,GK,2020-21,Wolves,17
Andreas Söndergaard,448487,444,GK,2021-22,Wolves,1
Andrew Omobamidele,466404,331,DEF,2021-22,Norwich,1
Andrew Omobamidele,466404,711,DEF,2023-24,Nott'm Forest,5
Andrew Robertson,122798,152,DEF,2016-17,Hull,1
Andrew Robertson,122798,475,DEF,2017-18,Liverpool,1
Andrew Robertson,122798,255,DEF,2020-21,Liverpool,1
Andrew Robertson,122798,234,DEF,2021-22,Liverpool,1
Andrew Robertson,122798,307,DEF,2023-24,Liverpool,1
Andrey Nascimento dos Santos,532605,186,MID,2023-24,Chelsea,1
Andrey Nascimento dos Santos,532605,186,MID,2023-24,Nott'm Forest,4
Andriy Yarmolenko,56377,436,MID,2020-21,West Ham,1
Andriy Yarmolenko,56377,412,MID,2021-22,West Ham,1
Andros Townsend,60252,120,MID,2016-17,Crystal Palace,1
Andros Townsend,60252,131,MID,2017-18,Crystal Palace,1
Andros Townsend,60252,137,MID,2020-21,Crystal Palace,1
Andros Townsend,60252,482,MID,2021-22,Everton,1
Andros Townsend,60252,727,MID,2023-24,Luton,9
André Ayew,45124,374,MID,2016-17,West Ham,1
André Ayew,45124,449,MID,2017-18,West Ham,1
André Ayew,45124,449,MID,2017-18,Swansea,26
André Filipe Tavares Gomes,120250,158,MID,2020-21,Everton,1
André Filipe Tavares Gomes,120250,172,MID,2021-22,Everton,1
André Filipe Tavares Gomes,120250,244,MID,2023-24,Everton,1
André Onana,202641,597,GK,2023-24,Man Utd,1
André-Frank Zambo Anguissa,203325,191,MID,2020-21,Fulham,1
Andy Carroll,40142,468,FWD,2016-17,West Ham,1
Andy Carroll,40142,457,FWD,2017-18,West Ham,1
Andy Carroll,40142,320,FWD,2020-21,Newcastle,1
Andy Lonergan,11948,639,GK,2020-21,West Brom,19
Andy Lonergan,11948,571,GK,2021-22,Everton,3
Andy Lonergan,11948,579,GK,2023-24,Everton,1
Anel Ahmedhodžić,233821,471,DEF,2023-24,Sheffield Utd,1
Angelo Ogbonna,40669,456,DEF,2016-17,West Ham,1
Angelo Ogbonna,40669,444,DEF,2017-18,West Ham,1
Angelo Ogbonna,40669,432,DEF,2020-21,West Ham,1
Angelo Ogbonna,40669,409,DEF,2021-22,West Ham,1
Angelo Ogbonna,40669,577,DEF,2023-24,West Ham,1
Angus Gunn,107265,668,GK,2016-17,Man City,35
Angus Gunn,107265,371,GK,2020-21,Southampton,1
Angus Gunn,107265,448,GK,2021-22,Norwich,1
Anis Slimane,504198,587,MID,2023-24,Sheffield Utd,1
Anssumane Fati Vieira,465607,700,MID,2023-24,Brighton,4
Anthony Driscoll-Glennon,195471,536,DEF,2020-21,Burnley,2
Anthony Elanga,449434,702,MID,2020-21,Man Utd,35
Anthony Elanga,449434,512,MID,2021-22,Man Utd,1
Anthony Elanga,449434,378,MID,2023-24,Nott'm Forest,1
Anthony Gordon,232826,168,MID,2020-21,Everton,1
Anthony Gordon,232826,503,MID,2021-22,Everton,1
Anthony Gordon,232826,412,MID,2023-24,Newcastle,1
Anthony Knockaert,83543,62,MID,2017-18,Brighton,1
Anthony Knockaert,83543,177,MID,2020-21,Fulham,1
Anthony Knockaert,83543,273,MID,2023-24,Fulham,1
Anthony Mancini,465299,612,MID,2020-21,Burnley,15
Anthony Mancini,465299,736,MID,2021-22,Burnley,37
Anthony Martial,148225,267,FWD,2016-17,Man Utd,1
Anthony Martial,148225,280,FWD,2017-18,Man Utd,1
Anthony Martial,148225,303,FWD,2020-21,Man Utd,2
Anthony Martial,148225,278,FWD,2021-22,Man Utd,1
Anthony Martial,148225,390,FWD,2023-24,Man Utd,1
Antoine Semenyo,437730,82,FWD,2023-24,Bournemouth,1
Antonee Robinson,169528,484,DEF,2020-21,Fulham,1
Antonee Robinson,169528,283,DEF,2023-24,Fulham,1
Antonio Rüdiger,102380,103,DEF,2017-18,Chelsea,1
Antonio Rüdiger,102380,109,DEF,2020-21,Chelsea,1
Antonio Rüdiger,102380,127,DEF,2021-22,Chelsea,1
Antony Matheus dos Santos,467169,372,MID,2023-24,Man Utd,1
Antwoine Hackford,487836,618,FWD,2020-21,Sheffield Utd,17
Antwoine Hackford,487836,656,FWD,2023-24,Sheffield Utd,1
Anwar El Ghazi,193488,45,MID,2020-21,Aston Villa,2
Anwar El Ghazi,193488,42,MID,2021-22,Aston Villa,1
Anwar El Ghazi,193488,42,MID,2021-22,Everton,22
Archie Gray,547701,658,MID,2021-22,Leeds,18
Aribim Pepple,490180,331,FWD,2023-24,Luton,1
Arijanet Muric,232917,172,GK,2023-24,Burnley,1
Armando Broja,440323,518,FWD,2021-22,Southampton,1
Armando Broja,440323,193,FWD,2023-24,Chelsea,1
Armando Broja,440323,193,FWD,2023-24,Fulham,23
Armstrong Oko-Flex,248865,652,MID,2021-22,West Ham,17
Arnaut Danjuma Groeneveld,220307,601,MID,2023-24,Everton,1
Arthur Masuaku,105717,505,DEF,2016-17,West Ham,1
Arthur Masuaku,105717,446,DEF,2017-18,West Ham,1
Arthur Masuaku,105717,442,DEF,2020-21,West Ham,1
Arthur Masuaku,105717,417,DEF,2021-22,West Ham,1
Arthur Okonkwo,220682,572,GK,2021-22,Arsenal,3
Ashley Barnes,44699,70,FWD,2016-17,Burnley,1
Ashley Barnes,44699,93,FWD,2017-18,Burnley,1
Ashley Barnes,44699,87,FWD,2020-21,Burnley,2
Ashley Barnes,44699,105,FWD,2021-22,Burnley,1
Ashley Fletcher,176296,535,FWD,2016-17,West Ham,2
Ashley Fletcher,176296,459,FWD,2017-18,West Ham,1
Ashley Fletcher,176296,395,FWD,2021-22,Watford,1
Ashley Phillips,548308,702,DEF,2023-24,Spurs,4
Ashley Westwood,60551,641,MID,2016-17,Burnley,24
Ashley Westwood,60551,88,MID,2017-18,Burnley,1
Ashley Westwood,60551,89,MID,2020-21,Burnley,2
Ashley Westwood,60551,107,MID,2021-22,Burnley,1
Ashley Young,18892,260,DEF,2016-17,Man Utd,1
Ashley Young,18892,277,DEF,2017-18,Man Utd,1
Ashley Young,18892,52,DEF,2021-22,Aston Villa,1
Ashley Young,18892,588,DEF,2023-24,Everton,1
Asmir Begović,40349,481,GK,2021-22,Everton,1
Auston Trusty,201410,27,DEF,2023-24,Sheffield Utd,1
Axel Disasi,220362,611,DEF,2023-24,Chelsea,1
Axel Piesold,547668,831,MID,2023-24,Luton,27
Axel Tuanzebe,180804,656,DEF,2016-17,Man Utd,30
Axel Tuanzebe,180804,272,DEF,2017-18,Man Utd,1
Axel Tuanzebe,180804,307,DEF,2020-21,Man Utd,2
Axel Tuanzebe,180804,283,DEF,2021-22,Aston Villa,1
Axel Tuanzebe,180804,283,DEF,2021-22,Man Utd,22
Aymeric Laporte,146941,612,DEF,2017-18,Man City,25
Aymeric Laporte,146941,280,DEF,2020-21,Man City,2
Aymeric Laporte,146941,259,DEF,2021-22,Man City,1
Aymeric Laporte,146941,357,DEF,2023-24,Man City,1
Ayotomiwa Dele-Bashiru,175353,394,MID,2021-22,Watford,1
Ayoze Pérez,168580,302,MID,2017-18,Newcastle,1
Ayoze Pérez,168580,229,MID,2020-21,Leicester,1
Ayoze Pérez,168580,211,MID,2021-22,Leicester,1
Bailey Peacock-Farrell,220037,99,GK,2020-21,Burnley,2
Bailey Peacock-Farrell,220037,117,GK,2021-22,Burnley,1
Bailey Peacock-Farrell,220037,175,GK,2023-24,Burnley,1
Bali Mumba,220686,515,DEF,2021-22,Norwich,1
Bamidele Alli,108823,398,MID,2016-17,Spurs,1
Bamidele Alli,108823,388,MID,2017-18,Spurs,1
Bamidele Alli,108823,394,MID,2020-21,Spurs,1
Bamidele Alli,108823,363,MID,2021-22,Spurs,1
Bamidele Alli,108823,363,MID,2021-22,Everton,24
Bamidele Alli,108823,248,MID,2023-24,Everton,1
Barry Douglas,57913,196,DEF,2020-21,Leeds,1
Bart Verbruggen,489639,152,GK,2023-24,Brighton,1
Bashir Humphreys,461188,671,DEF,2023-24,Chelsea,2
Ben Brereton,204814,775,MID,2023-24,Sheffield Utd,21
Ben Chilwell,172850,496,DEF,2016-17,Leicester,1
Ben Chilwell,172850,196,DEF,2017-18,Leicester,1
Ben Chilwell,172850,232,DEF,2020-21,Chelsea,1
Ben Chilwell,172850,135,DEF,2021-22,Chelsea,1
Ben Chilwell,172850,195,DEF,2023-24,Chelsea,1
Ben Davies,115556,386,DEF,2016-17,Spurs,1
Ben Davies,115556,381,DEF,2017-18,Spurs,1
Ben Davies,115556,395,DEF,2020-21,Spurs,1
Ben Davies,152898,653,DEF,2020-21,Liverpool,22
Ben Davies,115556,364,DEF,2021-22,Spurs,1
Ben Davies,152898,248,DEF,2021-22,Liverpool,1
Ben Davies,115556,495,DEF,2023-24,Spurs,1
Ben Doak,496208,628,MID,2023-24,Liverpool,1
Ben Foster,9089,430,GK,2016-17,West Brom,1
Ben Foster,9089,421,GK,2017-18,West Brom,1
Ben Foster,9089,376,GK,2021-22,Watford,1
Ben Gibson,83312,278,DEF,2016-17,Middlesbrough,1
Ben Gibson,83312,94,DEF,2020-21,Burnley,2
Ben Gibson,83312,456,DEF,2021-22,Norwich,1
Ben Godfrey,198826,566,DEF,2020-21,Everton,5
Ben Godfrey,198826,179,DEF,2021-22,Everton,1
Ben Godfrey,198826,252,DEF,2023-24,Everton,1
Ben Greenwood,474772,619,DEF,2023-24,Bournemouth,1
Ben Jackson,514154,746,DEF,2023-24,Brighton,13
Ben Johnson,222018,573,DEF,2017-18,West Ham,15
Ben Johnson,222018,452,DEF,2020-21,West Ham,1
Ben Johnson,222018,425,DEF,2021-22,West Ham,1
Ben Johnson,222018,536,DEF,2023-24,West Ham,1
Ben Mee,51927,56,DEF,2016-17,Burnley,1
Ben Mee,51927,77,DEF,2017-18,Burnley,1
Ben Mee,51927,88,DEF,2020-21,Burnley,2
Ben Mee,51927,106,DEF,2021-22,Burnley,1
Ben Mee,51927,109,DEF,2023-24,Brentford,1
Ben Nelson,501770,645,DEF,2021-22,Leicester,16
Ben Osborn,167878,356,MID,2020-21,Sheffield Utd,1
Ben Osborn,167878,489,MID,2023-24,Sheffield Utd,1
Ben Parkinson,547716,739,FWD,2023-24,Newcastle,12
Ben Pearson,156687,79,MID,2023-24,Bournemouth,1
Ben White,198869,74,DEF,2020-21,Brighton,1
Ben White,198869,67,DEF,2021-22,Arsenal,1
Ben White,198869,29,DEF,2023-24,Arsenal,1
Ben Wilmot,241289,401,DEF,2021-22,Watford,1
Ben Woodburn,182436,603,MID,2016-17,Liverpool,13
Ben Woodburn,182436,233,MID,2017-18,Liverpool,1
Ben Woodburn,182436,696,MID,2020-21,Liverpool,35
Ben Woodburn,182436,553,MID,2021-22,Liverpool,1
Bendegúz Bolla,431960,547,DEF,2023-24,Wolves,1
Benicio Baker-Boaitey,475480,742,MID,2023-24,Brighton,12
Benjamin Arthur,622536,834,DEF,2023-24,Brentford,28
Benjamin Chrisene,487835,703,MID,2021-22,Aston Villa,24
Benjamin Fredrick,612534,797,DEF,2023-24,Brentford,22
Benjamin Mendy,102826,484,DEF,2017-18,Man City,1
Benjamin Mendy,102826,274,DEF,2020-21,Man City,2
Benjamin Mendy,102826,253,DEF,2021-22,Man City,1
Benoît Badiashile,242880,191,DEF,2023-24,Chelsea,1
Bernard Anício Caldeira Duarte,100649,154,MID,2020-21,Everton,1
Bernard Anício Caldeira Duarte,100649,167,MID,2021-22,Everton,1
Bernardo Fernandes Da Silva Junior,209362,75,DEF,2020-21,Brighton,1
Bernardo Fernandes Da Silva Junior,209362,68,DEF,2021-22,Brighton,1
Bernardo Mota Veiga de Carvalho e Silva,165809,256,MID,2017-18,Man City,1
Bernardo Mota Veiga de Carvalho e Silva,165809,281,MID,2020-21,Man City,2
Bernardo Mota Veiga de Carvalho e Silva,165809,261,MID,2021-22,Man City,1
Bernardo Mota Veiga de Carvalho e Silva,165809,344,MID,2023-24,Man City,1
Bernd Leno,80201,8,GK,2020-21,Arsenal,1
Bernd Leno,80201,1,GK,2021-22,Arsenal,1
Bernd Leno,80201,275,GK,2023-24,Fulham,1
Bertrand Traoré,110504,540,MID,2020-21,Aston Villa,3
Bertrand Traoré,110504,32,MID,2021-22,Aston Villa,1
Bertrand Traoré,110504,59,MID,2023-24,Aston Villa,1
Billy Blacker,591539,822,FWD,2023-24,Sheffield Utd,25
Billy Crellin,438405,863,GK,2023-24,Everton,38
Billy Gilmour,243568,124,MID,2020-21,Chelsea,1
Billy Gilmour,243568,145,MID,2021-22,Norwich,1
Billy Gilmour,243568,133,MID,2023-24,Brighton,1
Billy Koumetio,480818,697,DEF,2020-21,Liverpool,35
Billy Sharp,18867,343,FWD,2020-21,Sheffield Utd,1
Bjorn Engels,108156,36,DEF,2020-21,Aston Villa,2
Bjorn Engels,108156,31,DEF,2021-22,Aston Villa,1
Bobby Clark,491970,627,MID,2023-24,Liverpool,1
Bobby De Cordova-Reid,96994,181,FWD,2020-21,Fulham,1
Bobby De Cordova-Reid,96994,270,MID,2023-24,Fulham,1
Bobby Thomas,461102,520,DEF,2020-21,Burnley,2
Bobby Thomas,461102,534,DEF,2021-22,Burnley,1
Bobby Thomas,461102,179,DEF,2023-24,Burnley,1
Boubacar Kamara,226944,47,MID,2023-24,Aston Villa,1
Boubacar Traoré,476502,574,MID,2023-24,Wolves,1
Boubakary Soumaré,225902,458,MID,2021-22,Leicester,1
Bradley Ibrahim,535264,737,MID,2023-24,Arsenal,12
Braian Ojeda Rodríguez,437476,459,MID,2023-24,Nott'm Forest,1
Brandon Aguilera Zamora,461682,434,MID,2023-24,Nott'm Forest,1
Brandon Austin,214572,659,GK,2021-22,Spurs,18
Brandon Austin,214572,491,GK,2023-24,Spurs,1
Brandon Pierrick,466955,147,MID,2020-21,Crystal Palace,1
Brandon Williams,232937,318,DEF,2020-21,Man Utd,2
Brandon Williams,232937,290,DEF,2021-22,Man Utd,1
Brandon Williams,232937,290,DEF,2021-22,Norwich,2
Brandon Williams,232937,374,DEF,2023-24,Man Utd,1
Branislav Ivanovic,41135,76,DEF,2016-17,Chelsea,1
Branislav Ivanovic,41135,530,DEF,2020-21,West Brom,2
Brennan Johnson,242898,450,MID,2023-24,Nott'm Forest,1
Brennan Johnson,242898,450,MID,2023-24,Spurs,5
Bruno André Cavaco Jordao,428610,475,MID,2020-21,Wolves,1
Bruno André Cavaco Jordao,428610,661,MID,2021-22,Wolves,18
Bruno André Cavaco Jordao,428610,561,MID,2023-24,Wolves,1
Bruno Borges Fernandes,141746,302,MID,2020-21,Man Utd,2
Bruno Borges Fernandes,141746,277,MID,2021-22,Man Utd,1
Bruno Borges Fernandes,141746,373,MID,2023-24,Man Utd,1
Bruno Guimarães Rodriguez Moura,208706,697,MID,2021-22,Newcastle,24
Bruno Guimarães Rodriguez Moura,208706,406,MID,2023-24,Newcastle,1
Bryan Gil Salvatierra,436234,487,MID,2021-22,Spurs,1
Bryan Gil Salvatierra,436234,494,MID,2023-24,Spurs,1
Bryan Mbeumo,446008,96,MID,2021-22,Brentford,1
Bryan Mbeumo,446008,108,MID,2023-24,Brentford,1
Bukayo Saka,223340,24,MID,2020-21,Arsenal,1
Bukayo Saka,223340,22,MID,2021-22,Arsenal,1
Bukayo Saka,223340,19,MID,2023-24,Arsenal,1
Bénie Traoré,523957,593,FWD,2023-24,Sheffield Utd,1
CJ Egan-Riley,432711,651,DEF,2021-22,Man City,17
CJ Egan-Riley,432711,166,DEF,2023-24,Burnley,1
Caleb Taylor,470255,700,DEF,2020-21,West Brom,35
Caleb Watts,456966,636,MID,2020-21,Southampton,19
Callan McKenna,568791,855,GK,2023-24,Bournemouth,34
Callum Hudson-Odoi,209046,583,MID,2017-18,Chelsea,19
Callum Hudson-Odoi,209046,122,MID,2020-21,Chelsea,1
Callum Hudson-Odoi,209046,140,MID,2021-22,Chelsea,1
Callum Hudson-Odoi,209046,205,MID,2023-24,Chelsea,1
Callum Hudson-Odoi,209046,205,MID,2023-24,Nott'm Forest,5
Callum Marshall,565431,785,FWD,2023-24,West Ham,21
Callum Robinson,171975,358,FWD,2020-21,West Brom,1
Callum Scanlon,519328,728,DEF,2023-24,Liverpool,9
Callum Wilson,75115,49,FWD,2016-17,Bournemouth,1
Callum Wilson,75115,48,FWD,2017-18,Bournemouth,1
Callum Wilson,75115,506,FWD,2020-21,Newcastle,1
Callum Wilson,75115,296,FWD,2021-22,Newcastle,1
Callum Wilson,75115,433,FWD,2023-24,Newcastle,1
Calum Chambers,101184,11,DEF,2016-17,Arsenal,1
Calum Chambers,101184,11,DEF,2016-17,Middlesbrough,4
Calum Chambers,101184,480,DEF,2017-18,Arsenal,1
Calum Chambers,101184,13,DEF,2020-21,Arsenal,1
Calum Chambers,101184,10,DEF,2021-22,Arsenal,1
